"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Bringing Energy Efficiency Closer to Application Developers: An Extensible Software Analysis Framework","C. Marantos; L. Papadopoulos; C. P. Lamprakos; K. Salapas; D. Soudris","School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece",IEEE Transactions on Sustainable Computing,"8 Jun 2023","2023","8","2","180","193","Green, sustainable and energy-aware computing terms are gaining more and more attention during the last years. The increasing complexity of Internet of Things (IoT) applications makes energy efficiency an important requirement, imposing new challenges to software developers. Software tools capable of providing energy consumption estimations and identifying optimization opportunities are critical during all the phases of application development. This work proposes a novel framework that targets the energy efficiency at application development level. The proposed framework is implemented as a single user-friendly tool-flow, providing a variety of useful features, such as the estimation of the energy consumption without the need of executing the application on the targeted IoT devices and the estimation of potential gains by GPU acceleration on modern heterogeneous IoT architectures. The proposed methodology provides several novel contributions, such as the combination of static analysis and dynamic instrumentation approaches in order to exploit the advantages of both. The framework is evaluated on widely used benchmarks, achieving increased estimation accuracy (more than 90% for similar architectures and more than 72% for the potential use of the GPU). The effectiveness of the framework is further demonstrated using two industrial use-cases achieving an energy reduction from 91% up to 98%.","2377-3782","","10.1109/TSUSC.2022.3222409","EU's Horizon 2020 Research and Innovation Programme(grant numbers:780572); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9950623","Green computing;energy consumption;static analysis;dynamic instrumentation;software design","Software;Energy consumption;Internet of Things;Hardware;Graphics processing units;Estimation;Codes","","3","","60","IEEE","15 Nov 2022","","","IEEE","IEEE Journals"
"A Survey on Spatio-Temporal Big Data Analytics Ecosystem: Resource Management, Processing Platform, and Applications","H. Liang; Z. Zhang; C. Hu; Y. Gong; D. Cheng","School of Computer Science, Wuhan University, Wuhan, Hubei, China; School of Computer Science, Wuhan University, Wuhan, Hubei, China; School of Computer Science, Wuhan University, Wuhan, Hubei, China; School of Computer Science, Wuhan University, Wuhan, Hubei, China; School of Computer Science, Wuhan University, Wuhan, Hubei, China",IEEE Transactions on Big Data,"13 Mar 2024","2024","10","2","174","193","With the rapid evolution of the Internet, Internet of Things (IoT), and geographic information systems (GIS), spatio-temporal Big Data (STBD) is experiencing exponential growth, marking the onset of the STBD era. Recent studies have concentrated on developing algorithms and techniques for the collection, management, storage, processing, analysis, and visualization of STBD. Researchers have made significant advancements by enhancing STBD handling techniques, creating novel systems, and integrating spatio-temporal support into existing systems. However, these studies often neglect resource management and system optimization, crucial factors for enhancing the efficiency of STBD processing and applications. Additionally, the transition of STBD to the innovative Cloud-Edge-End unified computing system needs to be noticed. In this survey, we comprehensively explore the entire ecosystem of STBD analytics systems. We delineate the STBD analytics ecosystem and categorize the technologies used to process GIS data into five modules: STBD, computation resources, processing platform, resource management, and applications. Specifically, we subdivide STBD and its applications into geoscience-oriented and human-social activity-oriented. Within the processing platform module, we further categorize it into the data management layer (DBMS-GIS), data processing layer (BigData-GIS), data analysis layer (AI-GIS), and cloud native layer (Cloud-GIS). The resource management module and each layer in the processing platform are classified into three categories: task-oriented, resource-oriented, and cloud-based. Finally, we propose research agendas for potential future developments.","2332-7790","","10.1109/TBDATA.2023.3342619","National Key Research and Development Program of China(grant numbers:2023YFE0205700); National Natural Science Foundation of China(grant numbers:62302348); Fundamental Research Funds for the Central Universities(grant numbers:2042023kf0132); Hubei Provincial Natural Science Foundation of Chinan(grant numbers:2023AFB831); Hubei Luojia Laboratory(grant numbers:220100016); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10356753","Artificial intelligence framework;Big Data system;cloud platform;database management system;geographic information system;resource management;spatio-temporal Big Data","Resource management;Big Data;Cloud computing;Geographic information systems;Artificial intelligence;Ecosystems;Data processing","","3","","130","IEEE","13 Dec 2023","","","IEEE","IEEE Journals"
"Edge-Cloud Architectures for Hybrid Energy Management Systems: A Comprehensive Review","O. Boiko; A. Komin; R. Malekian; P. Davidsson","Department of Information Technologies, Sumy State University, Sumy, Ukraine; Department of Information Technologies, Sumy State University, Sumy, Ukraine; Department of Computer Science and Media Technology and the Internet of Things and People Research Centre, Malmö University, Malmö, Sweden; Department of Computer Science and Media Technology and the Internet of Things and People Research Centre, Malmö University, Malmö, Sweden",IEEE Sensors Journal,"15 May 2024","2024","24","10","15748","15772","This article provides an overview of recent research on edge-cloud architectures in hybrid energy management systems (HEMSs). It delves into the typical structure of an IoT system, consisting of three key layers: the perception layer, the network layer, and the application layer. The edge-cloud architecture adds two more layers: the middleware layer and the business layer. This article also addresses challenges in the proposed architecture, including standardization, scalability, security, privacy, regulatory compliance, and infrastructure maintenance. Privacy concerns can hinder the adoption of HEMS. Therefore, we also provide an overview of these concerns and recent research on edge-cloud solutions for HEMS that addresses them. This article concludes by discussing the future trends of edge-cloud architectures for HEMS. These trends include increased use of artificial intelligence on an edge level to improve the performance and reliability of HEMS and the use of blockchain to improve the security and privacy of edge-cloud computing systems.","1558-1748","","10.1109/JSEN.2024.3382390","J. Gust. Richert stiftelse (Sweco Sverige) for the project Multi-Objective Optimization and Optimal Integration of Hybrid Energy Systems(grant numbers:01003438636); Kamprad Family Foundation (Familjen Kamprads Stiftelse) for the project Models of Distributed Information Processing in Smart Grid Systems; Knowledge Foundation (Stiftelsen för kunskapsoch kompetensutveckling) for the project Intelligent and Trustworthy IoT Systems(grant numbers:20220087-H-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10492690","Distributed computing;distributed energy;domestic energy consumption;edge computing;edge intelligence;hybrid renewable energy systems;Internet of Energy;power systems;renewable energy sources;residential energy consumption;sustainable development;systems architecture;trustworthiness;user data privacy","Computer architecture;Cloud computing;Security;Renewable energy sources;Edge computing;Smart grids;Distributed computing;Sustainable development;Systems architecture;Data privacy","","3","","146","IEEE","4 Apr 2024","","","IEEE","IEEE Journals"
"Configurable Harris Hawks Optimisation for Application Placement in Space-Air-Ground Integrated Networks","N. Akhter; R. Mahmud; J. Jin; J. But; I. Ahmad; Y. Xiang","School of Science, Computing and Engineering Technologies, Swinburne University of Technology, Melbourne, VIC, Australia; School of Electrical Engineering, Computing and Mathematical Sciences, Curtin University, Perth, WA, Australia; School of Science, Computing and Engineering Technologies, Swinburne University of Technology, Melbourne, VIC, Australia; School of Science, Computing and Engineering Technologies, Swinburne University of Technology, Melbourne, VIC, Australia; School of Engineering, Edith Cowan University, Perth, WA, Australia; School of Information Technology, Deakin University, Geelong, VIC, Australia",IEEE Transactions on Network and Service Management,"15 Apr 2024","2024","21","2","1724","1736","Space-Air-Ground Integrated Network (SAGIN) has recently emerged as a viable solution for reliable transmission, high data rates, and seamless connectivity with extensive coverage. However, the characteristics of the computation and communication devices located at various levels of SAGIN make application placement within such environments a challenging task. Real-time service expectations and resource requirements of applications further intensify this issue, and push the domain to operate beyond its capacity, resulting in uneven delays and significant overhead. Taking these constraints into account, SAGIN’s application placement problem can be expressed as a multiobjective optimisation problem. This paper aims to solve such a problem using a Dynamic Weight-configurable Harris Hawks Optimisation (DW-HHO) algorithm, considering diverse application contexts such as deadlines, resource usage and the number of application activities. It simultaneously minimises application total service time and host resource overhead with a robust global search. The performance of the proposed solution is compared with benchmark metaheuristic solutions such as PSO, NSGA-II, Greedy and Random. Experimental results demonstrate that DW-HHO outperforms other benchmark metaheuristic solutions in optimising resource utilisation and service delivery time of applications in SAGIN environments. The proposed DW-HHO demonstrates notable improvements over existing methods. Specifically, when evaluating the total service time for PSO, NSGA-II, Greedy, and Random, DW-HHO outperforms these methods by 7.28%, 9.07%, 13.01%, and 14.97%, respectively.","1932-4537","","10.1109/TNSM.2024.3361176","Australian Research Council Linkage Project(grant numbers:LP190100594); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10418264","Application placement;Harris Hawks optimisation (HHO);space-air-ground integrated network (SAGIN)","Space-air-ground integrated networks;Resource management;Computer architecture;Satellites;Delays;Computational modeling;Australia","","3","","31","IEEE","1 Feb 2024","","","IEEE","IEEE Journals"
"Enhancing Rescue Operations With Virtualized Mobile Multimedia Services in Scarce Resource Devices","A. Atutxa; J. Astorga; M. Huarte; E. Jacob; J. Unzilla","Department of Communications Engineering, Faculty of Engineering, University of the Basque Country, Bilbao, Spain; Department of Communications Engineering, Faculty of Engineering, University of the Basque Country, Bilbao, Spain; Department of Communications Engineering, Faculty of Engineering, University of the Basque Country, Bilbao, Spain; Department of Communications Engineering, Faculty of Engineering, University of the Basque Country, Bilbao, Spain; Department of Communications Engineering, Faculty of Engineering, University of the Basque Country, Bilbao, Spain",IEEE Access,"8 Dec 2020","2020","8","","216029","216042","The aim of this article is to present an architecture to support reconfigurable multimedia services for a practical emergency environment use case of rescue operations. Specifically, radio communication and video surveillance services are provided by means of a small device carried by a mobile vehicle. This solution is validated by implementing a digital mobile radio (DMR) standard radio hotspot and a video streaming server in an unmanned aerial vehicle (UAV) that conveys a device with scarce resources in order to minimize power consumption. To achieve a fast and flexible deployment of the envisioned services, a virtualization-based approach is proposed. Namely, a Kubernetes orchestrator is used to manage the life-cycle of services deployed on a small resource device, endowing the architecture with scalability and management flexibility. This article describes the executed performance tests that measured key parameters such as deployment time and recovery time after disconnection. Highly promising results were obtained, showing that the proposed architecture can be deployed in less than 4 minutes and can recover from network disconnections in less than 10 seconds. Thus, the performance, reliability and flexibility of the overall solution are demonstrated.","2169-3536","","10.1109/ACCESS.2020.3041394","Spanish Ministry of Economy, Industry and Competitiveness through the State Secretariat for Research, Development and Innovation under the Adaptive Management of 5G Services to Support Critical Events in Cities (5G-City) Project(grant numbers:TEC2016-76795-C6-5-R); Department of Economic Development and Competitiveness of the Basque Government through the 5G4BRIS Research Project(grant numbers:KK-2020/00031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272962","Application virtualization;emergency services;multimedia communication;radio communication","Streaming media;Containers;Virtualization;Performance evaluation;Time measurement;Reliability;Multimedia communication","","3","","33","CCBY","30 Nov 2020","","","IEEE","IEEE Journals"
"$\mu$μ-DDRL: A QoS-Aware Distributed Deep Reinforcement Learning Technique for Service Offloading in Fog Computing Environments","M. Goudarzi; M. A. Rodriguez; M. Sarvi; R. Buyya","Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, University of Melbourne, Parkville, VIC, Australia; School of Computing and Information Systems, University of Melbourne, Parkville, VIC, Australia; Department of Infrastructure Engineering, University of Melbourne, Parkville, VIC, Australia; Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, University of Melbourne, Parkville, VIC, Australia",IEEE Transactions on Services Computing,"5 Feb 2024","2024","17","1","47","59","Fog and Edge computing extend cloud services to the proximity of end users, allowing many Internet of Things (IoT) use cases, particularly latency-critical applications. Smart devices, such as traffic and surveillance cameras, often do not have sufficient resources to process computation-intensive and latency-critical services. Hence, the constituent parts of services can be offloaded to nearby Edge/Fog resources for processing and storage. However, making offloading decisions for complex services in highly stochastic and dynamic environments is an important, yet difficult task. Recently, Deep Reinforcement Learning (DRL) has been used in many complex service offloading problems; however, existing techniques are most suitable for centralized environments, and their convergence to the best-suitable solutions is slow. In addition, constituent parts of services often have predefined data dependencies and quality of service constraints, which further intensify the complexity of service offloading. To solve these issues, we propose a distributed DRL technique following the actor-critic architecture based on Asynchronous Proximal Policy Optimization (APPO) to achieve efficient and diverse distributed experience trajectory generation. Also, we employ PPO clipping and V-trace techniques for off-policy correction for faster convergence to the most suitable service offloading solutions. The results obtained demonstrate that our technique converges quickly, offers high scalability and adaptability, and outperforms its counterparts by improving the execution time of heterogeneous services.","1939-1374","","10.1109/TSC.2023.3332308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10316602","Deep Reinforcement Learning (DRL);Fog/Edge Computing;Internet of Things (IoT);QoS- aware service Offloading","Edge computing;Internet of Things;Quality of service;Trajectory;Servers;Stochastic processes;Costs","","3","","48","IEEE","13 Nov 2023","","","IEEE","IEEE Journals"
"Cybertwin Based Cloud Native Networks","Q. Yu; D. Liang; M. Qin; J. Chen; H. Zhou; J. Ren; Y. Li; J. Wu; Y. Gao; W. Zhang","Peng Cheng Laboratory, Shenzhen 518055, China; Peng Cheng Laboratory, Shenzhen 518055, China; Peng Cheng Laboratory, Shenzhen 518055, China; Peng Cheng Laboratory, Shenzhen 518055, China; School of Electronic Science and Engineering, Nanjing University, Nanjing 210008, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu 611730, China; Peng Cheng Laboratory, Shenzhen 518055, China; School of Computer Science, Fudan University, Shanghai 200433, China; Intelligent Networking and Computing Research Center and School of Computer Science, Fudan University, Shanghai 200433, China; School of Electrical Engineering and Telecommunications, University of New South Wales, Sydney 2052, Australia",Journal of Communications and Information Networks,"4 Oct 2023","2023","8","3","187","202","With the emerging applications of the Internet of things, artificial intelligence, and satellite communications, the future network will be featured as the Internet of everything around the globe. The network heterogeneity, applications cloudification, and personalized user services demand a revolutionary change in the network architecture. With the rapid development of cloud native technology, the new network should support heterogeneous networks and personalized quality of services for users. In this paper, we propose a Cybertwin-based cloud native network (CCNN) that merges the radio access network (RAN), the IP bearer network, and the data center network and is based on the cloud native data center network using Kubernetes as a network operating system for unified virtualization of computing, storage, and network resources, unified scheduling and allocation, and unified operation and management. Then, we propose a fully decoupled RAN architecture that can flexibly and efficiently utilize the resource for personlized user services. We also propose a Cybertwin-based management framework built on Kubernetes for integrated networking, computing and storage resource scheduling. Finally, we design an immunology-inspired intrinsic security architecture with zero trust security system and adaptive defense system. The proposed CCNN is a new network architecture expected to address future generation communications and networks challenges.","2509-3312","","10.23919/JCIN.2023.10272347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10272347","6G;network architecture;Cybertwin;cloud native;network security","Cloud computing;5G mobile communication;Wireless fidelity;Internet;Servers;Computer architecture;Network architecture","","3","","","","4 Oct 2023","","","PTP","PTP Journals"
"From Digital Twins to Digital Twin Prototypes: Concepts, Formalization, and Applications","A. Barbie; W. Hasselbring","Software Engineering Group, Kiel University, Kiel, Germany; Software Engineering Group, Kiel University, Kiel, Germany",IEEE Access,"31 May 2024","2024","12","","75337","75365","The transformation to Industry 4.0 also transforms the processes of developing intelligent manufacturing production systems. Digital twins may be employed to advance the development of these new (embedded) software systems. However, there is no consensual definition of what a digital twin is. In this paper, we provide an overview of the current state of the digital twin concept and formalize the digital twin concept using the Object-Z notation. This formalization includes the concepts of physical twins, digital models, digital templates, digital threads, digital shadows, digital twins, and digital twin prototypes. The relationships between all these concepts are visualized as class diagrams using the Unified Modeling Language. Our digital twin prototype approach supports engineers in the development and automated testing of complex embedded software systems. This approach enables engineers to test embedded software systems in a virtual context without the need of a connection to a physical object. In continuous integration/continuous deployment pipelines, such digital twin prototypes can be used for automated integration testing and, thus, allow for an agile verification and validation process. In this paper, we demonstrate and report on the application and implementation of a digital twin using the example of two real-world field studies (ocean observation systems and smart farming). For independent replication and extension of our approach by other researchers, we provide a laboratory study published open source on GitHub.","2169-3536","","10.1109/ACCESS.2024.3406510","Deutsche Forschungsgemeinschaft (DFG) through Open Access Publikationskosten; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10540125","Cyber-physical systems;embedded software systems;digital twin prototypes;automated testing;continuous integration","Digital twins;Unified modeling language;Embedded software;Testing;NASA;Mathematical models;Industrial Internet of Things;Cyber-physical systems;Testing;Automatic testing","","3","","68","CCBY","28 May 2024","","","IEEE","IEEE Journals"
"Enabling Service-Oriented Manufacturing Through Architectures, Models, and Protocols","S. Gaiardelli; S. Spellini; M. Panato; C. Tadiello; M. Lora; D. S. Cheng; F. Fummi","Department of Engineering for Innovation Medicine (DIMI), University of Verona, Verona, Italy; FACTORYAL S.r.l., San Giovanni Lupatoto, Italy; FACTORYAL S.r.l., San Giovanni Lupatoto, Italy; FACTORYAL S.r.l., San Giovanni Lupatoto, Italy; Department of Engineering for Innovation Medicine (DIMI), University of Verona, Verona, Italy; Department of Engineering for Innovation Medicine (DIMI), University of Verona, Verona, Italy; Department of Engineering for Innovation Medicine (DIMI), University of Verona, Verona, Italy",IEEE Access,"21 Jun 2024","2024","12","","85259","85274","Modern production lines are often composed of machinery from different vendors that must be connected with each other to increase the overall interoperability and flexibility. A common problem that arises in such systems is the complexity of the configuration task: they usually require each component to be manually configured. Thus, machinery requires different configuration strategies, negatively impacting scalability and increasing the chance of human errors. Furthermore, each time the manufacturing system has to be updated, the entire procedure must be repeated. This paper proposes a software architecture abstracting the complexity of existing production lines by enabling the service-oriented manufacturing paradigm. Then, it presents a strategy to model manufacturing systems, covering the topology of the production plant, machinery, and production recipes. The paper also proposes a model-based methodology to automatically configure the reference software architecture and hence the machines in the system. The application of the contributions to a fully-fledged production line shows the effectiveness of relying on model-based automatic configuration.","2169-3536","","10.1109/ACCESS.2024.3385634","European Union’s Horizon 2020 Research and Innovation Program through the Marie Skłodowska-Curie(grant numbers:894237); European Union Next-GenerationEU (Piano Nazionale di Ripresa e Resilienza (PNRR)—Missione 4, Componente 2, and Investimento 1.5—D.D. 1058 23/06/2022) through the PNRR Research Activities of the Consortium Interconnected North-Est Innovation Ecosystem (iNEST)(grant numbers:ECS_00000043); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10493040","Smart manufacturing;computer aided manufacturing;flexible manufacturing systems;software architecture;systems modeling","Computer architecture;Manufacturing;Unified modeling language;Automation;Servers;Task analysis;Smart manufacturing;Computer aided manufacturing;Flexible manufacturing systems;Software architecture;Systems engineering and theory","","3","","34","CCBY","8 Apr 2024","","","IEEE","IEEE Journals"
"An Efficient Algorithm for Microservice Placement in Cloud-Edge Collaborative Computing Environment","X. He; H. Xu; X. Xu; Y. Chen; Z. Wang","Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China",IEEE Transactions on Services Computing,"8 Oct 2024","2024","17","5","1983","1997","Microservices along with cloud-edge computing technologies are widely adopted to take advantage of the abundant computing resources of the cloud and the low latency, high bandwidth capabilities of the edge. However, factors such as frequent user requirement changes have made the current deployment scheme not fully adaptable to new requirements, resulting in an increase in average response time. Therefore, the microservice system needs to adjust the microservice deployment scheme online in response to continuously changing user requirements to reduce the average response time, which is known as the cloud-edge collaborative microservice deployment problem. However, existing methods are not able to meet the efficiency requirements and do not fully consider the complex dependencies of microservices and budget constraints in the cloud. To address this problem, this paper proposes a solution to the cloud-edge collaborative microservice deployment problem by modeling it as an NP-hard integer nonlinear programming problem in a cloud-edge environment consisting of private edge clouds and public cloud. An efficient Two-stage Iterated Greedy Optimization (TIGO) algorithm is also proposed and its convergence is proven. Extensive experimental results show that this approach achieves better average response times in less time compared to existing methods.","1939-1374","","10.1109/TSC.2024.3399650","National Key Research and Development Program of China(grant numbers:2022ZD0115404); National Natural Science Foundation of China(grant numbers:62372140,61832014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10528881","Cloud-Edge computing;microservice system;service deployment;complex dependencies","Microservice architectures;Cloud computing;Time factors;Servers;Costs;Containers;Quality of service","","3","","48","IEEE","10 May 2024","","","IEEE","IEEE Journals"
"A Comparative Study in the Standardization of IoT Devices Using Geospatial Web Standards","D. Marsh-Hunn; S. Trilles; A. González-Pérez; J. Torres-Sospedra; F. Ramos","GeOps Spatial Web, Freiburg, Germany; Institute of New Imaging Technologies, Universitat Jaume I, Castellón de la Plana, Spain; Institute of New Imaging Technologies, Universitat Jaume I, Castellón de la Plana, Spain; UBIK Geospatial Solutions S.L., Castellón de la Plana, Spain; Institute of New Imaging Technologies, Universitat Jaume I, Castellón de la Plana, Spain",IEEE Sensors Journal,"18 Jan 2021","2021","21","4","5512","5528","Although billions of devices are embedded in the World Wide Web through the Internet of Things, there is still a lack of a common, interoperable way to connect them and make them interact seamlessly. IoT has also found its way into the spatial web. Environmental monitoring and sensing platforms connected over the web by wireless sensor networks are now a common way to monitor natural phenomena. This study compares two open Web Standards (OGC's Sensor Observation Service and SensorThings API) from the geospatial point of view. An IoT platform, called SEnviro, is used to integrate and evaluate implementations for each standard and contrast their qualitative and quantitative traits. The results of the study show that the SensorThings API proves to be the adequate Web Standard for IoT applications in terms of interoperability. It outperforms the contesting Web Standard in terms of flexibility and scalability, which strongly impacts on developer and user experience.","1558-1748","","10.1109/JSEN.2020.3031315","Postdoctoral Juan de la Cierva Fellowship Programme of the Spanish Ministry for Science and Innovation(grant numbers:IJC2018-035017-I); Subvenciones para la Realización de Proyectos de I+D+i Desarrollados por Grupos de Investigación Emergentes programme(grant numbers:GV/2020/035); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9224992","Internet of Things;interoperability;geospatial standards;sensors","Standards;Internet of Things;Geospatial analysis;Interoperability;Sensor phenomena and characterization","","3","","30","IEEE","15 Oct 2020","","","IEEE","IEEE Journals"
"Designing a 6G Testbed for Location: Use Cases, Challenges, Enablers and Requirements","E. J. Khatib; C. S. Álvarez-Merino; H. Q. Luo-Chen; R. B. Moreno","E.T.S.I. de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain; E.T.S.I. de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain; E.T.S.I. de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain; E.T.S.I. de Telecomunicación, Telecommunication Research Institute (TELMA), Universidad de Málaga, Málaga, Spain",IEEE Access,"3 Feb 2023","2023","11","","10053","10091","Location will have a central role in Research and Development (R&D) towards 6G networks, both as a service offered by the network (improving the current offering of 5G) and as an input to increasingly location-aware services and network functions. To integrate location into 6G standards, it will be very important to design validation systems such as testbeds, even when the actual technology is not yet commercially available. This paper performs a review of the use cases and their requirements, enabling technologies in 6G, and challenges; and proposes a flexible testbed architecture for performing network location related R&D. This architecture will allow to deploy an evolving infrastructure which will allow early validation of 6G technologies.","2169-3536","","10.1109/ACCESS.2023.3240775","Horizon 2020 Project LOCalization and analytics on-demand embedded in the 5G ecosystem, for Ubiquitous vertical applicationS (LOCUS) from the European Union(grant numbers:871249); Junta de Andalucia(grant numbers:PY18-4647:PENTA); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10032155","Testbed;proof-of-concept;B5G;6G;location;positioning","6G mobile communication;5G mobile communication;Computer architecture;Research and development;Wireless fidelity;Global navigation satellite system","","2","","270","CCBY","30 Jan 2023","","","IEEE","IEEE Journals"
"Digital Thread for Smart Products: A Survey on Technologies, Challenges, and Opportunities in Service-Oriented Supply Chains","D. Bianchini; T. Fapanni; M. Garda; F. Leotta; M. Mecella; A. Rula; E. Sardini","Department of Information Engineering, University of Brescia, Brescia, Italy; Department of Information Engineering, University of Brescia, Brescia, Italy; Department of Information Engineering, University of Brescia, Brescia, Italy; Department of Computer, Control and Management Engineering, University of Rome “La Sapienza,”, Rome, Italy; Department of Computer, Control and Management Engineering, University of Rome “La Sapienza,”, Rome, Italy; Department of Information Engineering, University of Brescia, Brescia, Italy; Department of Information Engineering, University of Brescia, Brescia, Italy",IEEE Access,"17 Sep 2024","2024","12","","125284","125305","In Smart Manufacturing, the recent opportunities provided by the Information and Communication Technologies have paved the way to a seamless connection of the manufactured product throughout its entire lifecycle, leading to the diffusion of the concepts of Smart Product and Digital Thread, which leverage digital technologies to assure a continuous flow of data encompassing the design phase of a product, manufacturing, operation, maintenance and also its eventual disposal or recycling. This compelling need to obtain a unified view of information associated with Smart Products has stimulated the so-called Internet of Services (IoS) paradigm, allowing for the sharing of products data and the execution of functions among various participants in intertwined supply chains. In these contexts, service-oriented architectures are being more and more employed to meet the complex and ever-evolving data analysis requirements, particularly when implementing Digital Thread solutions for Smart Products, where several issues must be considered, ranging from the heterogeneity of (Big) data to data sovereignty and data access policies, as information may cross the borders of multiple actors participating in intertwined supply chains. This survey discusses about the technological solutions and challenges to implement Digital Threads for Smart Products in Smart Manufacturing contexts, providing insights on opportunities for future research directions. In addition, the survey proposes a comprehensive multi-tier service-oriented architectural model to jointly tackle (Big) data heterogeneity, data sovereignty and data access policies issues, as they are only partially addressed by the research efforts examined in the literature review.","2169-3536","","10.1109/ACCESS.2024.3454375","Next-GenerationEU (Italian Piano Nazionale di Ripresa e Resilienza (PNRR)—M4 C2, Invest 1.3—D.D. 1551.11-10-2022)(grant numbers:PE00000004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664538","Service-oriented architectures;smart products;digital thread;Internet of Services;cyber-physical production network;smart factory","Surveys;Smart manufacturing;Computer architecture;Supply chains;Instruction sets;Distributed databases;Data models;Service-oriented architecture;Product delivery;Cyber-physical systems","","2","","141","CCBYNCND","4 Sep 2024","","","IEEE","IEEE Journals"
"Dependency-Aware Microservice Deployment for Edge Computing: A Deep Reinforcement Learning Approach With Network Representation","C. Wang; H. Yu; X. Li; F. Ma; X. Wang; T. Taleb; V. C. M. Leung","College of Computer Science and Software Engineering, Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ), Shenzhen University, Shenzhen, China; ICTFicial Oy, Espoo, Finland; School of Big Data & Software Engineering, Chongqing University, Chongqing, China; Shenzhen Institute, Tsinghua University, Shenzhen, China; College of Intelligence and Computing, Tianjin University, Tianjin, China; Faculty of Electrical Engineering and Information Technology, Ruhr University Bochum, Bochum, Germany; College of Computer Science & Software Engineering, Shenzhen University, Shenzhen, China",IEEE Transactions on Mobile Computing,"6 Nov 2024","2024","23","12","14737","14753","The popularity of microservices in industry has sparked much attention in the research community. Despite significant progress in microservice deployment for resource-intensive services and applications at the network edge, the intricate dependencies among microservices are often overlooked, and some studies underestimate the importance of system context extraction in deployment strategies. This paper addresses these issues by formulating the microservice deployment problem as a max-min problem, considering system cost and quality of service (QoS) jointly. We first study the attention-based microservice representation (AMR) method to achieve effective system context extraction. In this way, the contributions of different computing power providers (users, edge servers, or cloud servers) in the networks can be effectively paid attention to. Subsequently, we propose the attention-modified soft actor-critic (ASAC) algorithm to tackle the microservice deployment problem. ASAC leverages attention mechanisms to enhance decision-making and adapt to changing system dynamics. Our simulation results demonstrate ASAC's effectiveness, prioritizing average system cost and reward compared to the other state-of-the-art algorithms.","1558-0660","","10.1109/TMC.2024.3453069","Science and Technology Innovation Key R&D Program of Chongqing(grant numbers:CSTB2023TIAD-STX0035); National NSFC(grant numbers:62372072,62072332); Chongqing Research Program of Basic Research and Frontier Technology(grant numbers:cstc2022ycjhbgzxm0058); Regional Science and Technology Innovation Cooperation Project of Chengdu City(grant numbers:2023-YF11-00023-HZ); Tianjin Xinchuang Haihe Lab(grant numbers:22HHXCJC00002); European Union's(grant numbers:101139172); AerOS(grant numbers:101069732); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10663201","Attention mechanism;deep reinforcement learning;dependency-aware;edge computing;microservice deployment;network representation","Microservice architectures;Servers;Heuristic algorithms;Decision making;Computer architecture;Cloud computing;Quality of service","","2","","44","IEEE","2 Sep 2024","","","IEEE","IEEE Journals"
