record_id,type_of_reference,doi,authors,title,journal_name,date,publisher,abstract,keywords,issn,year,urls,asreview_prior,exported_notes_1,included,asreview_ranking
94,JOUR,10.1109/SDS64317.2024.10883885,['U. Vora'],Architecting a SDS for Microservices-based Distributed Edge Computing Systems,2024 11th International Conference on Software Defined Systems (SDS),18-Feb-25,IEEE,"Software Defined Systems (SDS) abstract the actual hardware at different layers with software components, layers such as Networking, Storage, Security, Servers, Data Centers, Clouds etc. This abstraction facilitates construction, integration / composition and management of complex systems effectively and sustainably. Microservices architecture is increasingly being used for designing and deploying large-scale application systems in both cloud-based and enterprise infrastructures where relatively small, loosely coupled microservices communicate with each other using lightweight communication protocols and abstract complex software application(s). We propose a sustainable SDS architecture to manage microservices of a distributed edge computing system which reduces dependency on any data centre / cloud infrastructure.","['Microservices', 'Edge computing', 'Software Defined System', 'Sustainability', 'Cloud computing', 'Data centers', 'Microservice architectures', 'Computer architecture', 'Software', 'Software measurement', 'Servers', 'Transient analysis', 'Complex systems', 'Edge computing']",,,,0,EC5,0,89
114,JOUR,10.3390/s23136117,"['Kaur A.', 'Kumar S.', 'Gupta D.', 'Hamid Y.', 'Hamdi M.', 'Ksibi A.', 'Elmannai H.', 'Saini S.']",Algorithmic Approach to Virtual Machine Migration in Cloud Computing with Updated SESA Algorithm,Sensors,,,"Cloud computing plays an important role in every IT sector. Many tech giants such as Google, Microsoft, and Facebook as deploying their data centres around the world to provide computation and storage services. The customers either submit their job directly or they take the help of the brokers for the submission of the jobs to the cloud centres. The preliminary aim is to reduce the overall power consumption which was ignored in the early days of cloud development. This was due to the performance expectations from cloud servers as they were supposed to provide all the services through their services layers IaaS, PaaS, and SaaS. As time passed and researchers came up with new terminologies and algorithmic architecture for the reduction of power consumption and sustainability, other algorithmic anarchies were also introduced, such as statistical oriented learning and bioinspired algorithms. In this paper, an indepth focus has been done on multiple approaches for migration among virtual machines and find out various issues among existing approaches. The proposed work utilizes elastic scheduling inspired by the smart elastic scheduling algorithm (SESA) to develop a more energy-efficient VM allocation and migration algorithm. The proposed work uses cosine similarity and bandwidth utilization as additional utilities to improve the current performance in terms of QoS. The proposed work is evaluated for overall power consumption and service level agreement violation (SLA-V) and is compared with related state of art techniques. A proposed algorithm is also presented in order to solve problems found during the survey. © 2023 by the authors.","['cloud computing', 'migration', 'power consumption', 'SESA', 'virtual machine', 'Algorithms', 'Cloud Computing', 'Humans', 'Cloud computing', 'Computing power', 'Digital storage', 'Electric power utilization', 'Energy efficiency', 'Green computing', 'Network security', 'Quality of service', 'Scheduling algorithms', 'Algorithmic approach', 'Cloud-computing', 'Computation service', 'Datacenter', 'Facebook', 'Google+', 'MicroSoft', 'Migration', 'Smart elastic scheduling algorithm', 'Virtual machine migrations', 'algorithm', 'cloud computing', 'human', 'Virtual machine']",,2023,,0,EC5,0,90
30,JOUR,10.1109/JIOT.2024.3488283,"['Golec M.', 'Wu H.', 'Ozturac R.', 'Parlikad A.K.', 'Cuadrado F.', 'Gill S.S.', 'Uhlig S.']",CAPTAIN: A Testbed for Co-Simulation of Scalable Serverless Computing Environments for AIoT Enabled Predictive Maintenance in Industry 4.0,IEEE Internet of Things Journal,,,"The massive amounts of data generated by the Industrial Internet of Things (IIoT) require considerable processing power, which increases carbon emissions and energy usage, and we need sustainable solutions to enable flexible manufacturing. Serverless computing shows potential for meeting this requirement by scaling idle containers to zero energy-efficiency and cost, but this will lead to a cold start delay. Most solutions rely on idle containers, which necessitates dynamic request time forecasting and container execution monitoring. Furthermore, Artificial Intelligence of Things (AIoT) can provide autonomous and sustainable solutions by combining IIoT with Artificial Intelligence (AI) to solve this problem. Therefore, we develop a new testbed, CAPTAIN, to facilitate AI-based co-simulation of scalable and flexible serverless computing in IIoT environments. The AI module in the CAPTAIN framework employs Random Forest (RF) and Light Gradient-Boosting Machine (LightGBM) models to optimize cold start frequency and prevent cold starts based on their prediction results. The proxy module additionally monitors the client-server network and constantly updates the AI module training dataset via a message queue. Finally, we evaluated the proxy module's performance using a predictive maintenance-based real-world IIoT application and the AI module's performance in a realistic serverless environment using a Microsoft Azure dataset. The AI module of the CAPTAIN outperforms baselines in terms of cold start frequency, computational time with 0.5 milliseconds, energy consumption with 1161.0 joules, and CO2 emissions with 32.25e-05 gCO2. The CAPTAIN testbed provides a co-simulation of sustainable and scalable serverless computing environments for AIoT-enabled predictive maintenance in Industry 4.0. © 2014 IEEE.","['Artificial Intelligence', 'Cloud Computing', 'Flexible Manufacturing', 'Industrial Internet of Things', 'Predictive Maintenance', 'Serverless Computing', 'Competition', 'Flexible manufacturing systems', 'Glass plants', 'Plastic bottles', 'Windows operating system', 'Cloud-computing', 'Cold-start', 'Computing environments', 'Cosimulation', 'Flexible manufacturing', 'Industrial internet of thing', 'Module performance', 'Predictive maintenance', 'Serverless computing', 'Sustainable solution', 'Testbeds']",,2024,,0,EC5,0,91
84,JOUR,10.1109/CISIS.2016.107,"['P. Ruiu', 'A. Scionti', 'J. Nider', 'M. Rapoport']",Workload Management for Power Efficiency in Heterogeneous Data Centers,"2016 10th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)",22-Dec-16,IEEE,"The cloud computing paradigm has recently emerged as a convenient solution for running different workloads on highly parallel and scalable infrastructures. One major appeal of cloud computing is its capability of abstracting hardware resources and making them easy to use. Conversely, one of the major challenges for cloud providers is the energy efficiency improvement of their infrastructures. Aimed at overcoming this challenge, heterogeneous architectures have started to become part of the standard equipment used in data centers. Despite this effort, heterogeneous systems remain difficult to program and manage, while their effectiveness has been proven only in the HPC domain. Cloud workloads are different in nature and a way to exploit heterogeneity effectively is still lacking. This paper takes a first step towards an effective use of heterogeneous architectures in cloud infrastructures. It presents an in-depth analysis of cloud workloads, highlighting where energy efficiency can be obtained. The microservices paradigm is then presented as a way of intelligently partitioning applications in such a way that different components can take advantage of the heterogeneous hardware, thus providing energy efficiency. Finally, the integration of microservices and heterogeneous architectures, as well as the challenge of managing legacy applications, is presented in the context of the OPERA project.","['cloud computing', 'power efficiency', 'workload management', 'microservices', 'heterogeneous data center', 'Servers', 'Cloud computing', 'Hardware', 'Computer architecture', 'Power demand', 'Programming', 'Cooling']",,,,0,EC5,0,92
74,JOUR,10.1109/ISCC61673.2024.10733667,"['J. Gómez-delaHiz', 'A. García-López', 'S. García-Gil', 'D. Ramos-Ramos', 'A. Fakhreddine', 'J. M. Murillo', 'J. Galán-Jiménez']",Throughput-Energy Efficiency Trade-off in Microservices-Based UAV Networks,2024 IEEE Symposium on Computers and Communications (ISCC),31-Oct-24,IEEE,"Rural areas broadband access suffers from the limited investment of network operators, due to the forecasted return on investment. As a consequence, digital services such as eHealth, remote education, or smart agriculture cannot be offered to the rural population. In this context, research on Unmanned Aerial Vehicles (UAV) networks has emerged, which aims to solve the coverage problem by relying on small cells mounted on UAVs to provide coverage. From the network Quality of Service (QoS) point of view, i.e., the performance offered to users according to certain parameters such as delay, reliability, and throughput provisioning can be identified as one of the weak points. For the problem of maximizing throughput, the main solution is to group several UAVs in the same area. However, as the offered throughput increases, the power consumption will also increase. In this context, this paper proposes a genetic algorithm to solve the problem of jointly maximizing the offered throughput in rural scenarios where users request microservice-based IoT applications while minimizing the energy consumption of the swarm of UAVs. The algorithm is defined and evaluated in realistic scenarios, demonstrating its effectiveness on increasing the throughput while decreasing the number of UAVs that are required.","['UAV', 'Throughput', 'Energy efficiency', 'Genetic algorithm', 'Rural areas', 'MSA', 'Smart agriculture', 'Energy consumption', 'Microservice architectures', 'Quality of service', 'Throughput', 'Autonomous aerial vehicles', 'Telecommunications', 'Telecommunication network reliability', 'Investment', 'Genetic algorithms']",2642-7389,,,0,EC5,0,93
106,JOUR,10.1016/j.jss.2024.112183,"['Meijer W.', 'Trubiani C.', 'Aleti A.']",Experimental evaluation of architectural software performance design patterns in microservices,Journal of Systems and Software,,,"Microservice architectures and design patterns enhance the development of large-scale applications by promoting flexibility. Industrial practitioners perceive the importance of applying architectural patterns but they struggle to quantify their impact on system quality requirements. Our research aims to quantify the effect of design patterns on system performance metrics, e.g., service latency and resource utilization, even more so when the patterns operate in real-world environments subject to heterogeneous workloads. We built a cloud infrastructure to host a well-established benchmark system that represents our test bed, complemented by the implementation of three design patterns: Gateway Aggregation, Gateway Offloading, Pipe and Filters. Real performance measurements are collected and compared with model-based predictions that we derived as part of our previous research, thus further consolidating the actual impact of these patterns. Our results demonstrate that, despite the difficulty to parameterize our benchmark system, model-based predictions are in line with real experimentation, since the performance behaviors of patterns, e.g., bottleneck switches, are mostly preserved. In summary, this is the first work that experimentally demonstrates the performance behavior of microservices-based architectural patterns. Results highlight the complexity of evaluating the performance of design patterns and emphasize the need for complementing theoretical models with empirical data. © 2024 The Authors","['Design patterns', 'Microservice architectures', 'Performance evaluation', 'Application programs', 'Architectural design', 'Software design', 'Testbeds', 'Architectural pattern', 'Benchmark system', 'Design Patterns', 'Experimental evaluation', 'Microservice architecture', 'Model-based prediction', 'Performance', 'Performances design', 'Performances evaluation', 'Software performance', 'Gateways (computer networks)']",,2024,,0,EC5,0,94
107,JOUR,10.1109/JLT.2021.3063325,"['O. O. Ajibola', 'T. E. H. El-Gorashi', 'J. M. H. Elmirghani']",Energy Efficient Placement of Workloads in Composable Data Center Networks,Journal of Lightwave Technology,03-Mar-21,IEEE,"This paper studies the energy efficiency of composable data center (DC) infrastructures over network topologies. Using a mixed integer linear programming (MILP) model, we compare the performance of disaggregation at rack-scale and pod-scale over selected electrical, optical and hybrid network topologies relative to a traditional DC. Relative to a pod-scale DC, the results show that physical disaggregation at rack-scale is sufficient for optimal efficiency when the optical network topology is adopted, and resource components are allocated in a suitable manner. The optical network topology also enables optimal energy efficiency in composable DCs. The paper also studies logical disaggregation of traditional DC servers over an optical network topology. Relative to physical disaggregation at rack-scale, logical disaggregation of server resources within each rack enables marginal fall in the total DC power consumption (TDPC) due to improved resource demands placement. Hence, an adaptable composable infrastructure that can support both in memory (access) latency sensitive and insensitive workloads is enabled. We also conduct a study of the adoption of micro-service architecture in both traditional and composable DCs. Our results show that increasing the modularity of workloads improves the energy efficiency in traditional DCs, but disproportionate utilization of DC resources persists. A combination of disaggregation and micro-services achieved up to 23% reduction in the TDPC of the traditional DC by enabling optimal resources utilization and energy efficiencies. Finally, we propose a heuristic for energy efficient placement of workloads in composable DCs which replicates the trends produced by the MILP model formulated in this paper.","['Composable infrastructures', 'energy efficient data centers', 'micro-services', 'MILP', 'optical networks', 'rack-scale data center', 'software defined infrastructures', 'Servers', 'Software', 'Network topology', 'Energy efficiency', 'Hardware', 'Topology', 'Optical fiber networks']",1558-2213,,,0,EC5,0,95
69,JOUR,10.1109/CASCON62161.2024.10837926,"['M. Bachras', 'S. Tijanic', 'S. Zhang', 'Y. Zhang', 'B. Yan', 'L. W. Piu', 'H. -A. Jacobsen']","Next-Generation Cloud Databases: Balancing Performance, Sustainability, and Resource Management",2024 34th International Conference on Collaborative Advances in Software and COmputiNg (CASCON),17-Jan-25,IEEE,"This study enhances cloud database technologies for cyber-physical systems and IoT applications, addressing four key challenges: memory constraints, environmental impact, query performance, and serverless resource management. We introduce REMON, a network-based solution extending server memory capacity, and Krysha, a framework optimizing serverless microservices. Our research also includes an environmental impact assessment of analytical databases and explores hardware-conscious query tuning. Through extensive experiments, we demonstrate significant improvements in efficiency, scalability, and sustainability of cloud database systems. These advancements offer valuable solutions for managing large-scale data in complex digital ecosystems, with implications for both performance optimization and environmental considerations in cloud computing.","['cloud computing', 'resource allocation', 'databases', 'query tuning', 'sustainability', 'Cloud computing', 'Scalability', 'Microservice architectures', 'Software', 'Resource management', 'Servers', 'Sustainable development', 'Tuning', 'Optimization', 'Next generation networking']",,,,0,EC5,0,96
101,JOUR,10.1007/978-3-031-44836-2_3,"['Nam, T. B.', 'Khiem, H. G.', 'Triet, M. N.', 'Hong, K. V.', 'Khoa, T. D.', 'Bao, Q. T.', 'Phuc, N. T.', 'Hieu, M. D.', 'Loc, V. C. P.', 'Quy, T. L.', 'Anh, N. T.', 'Hien, Q. N.', 'Bang, L. K.', 'Trong, D. P. N.', 'Ngan, N. T. K.', 'Son, H.', 'Luong, H. H.']",SPaMeR: Securing Patient Medical Records in&nbsp;the&nbsp;Cloud - A Microservice and&nbsp;Brokerless Architecture Approach,"Web Services – ICWS 2023: 30th International Conference, Held as Part of the Services Conference Federation, SCF 2023, Honolulu, HI, USA, September 23–26, 2023, Proceedings",2023,Springer-Verlag,"The expansion of Internet of Things (IoT) technologies has revolutionized various sectors, one of the most critical being healthcare. The effective management of Patient Medical Records (PMRs) is an area where IoT plays a significant role, and its integration with Cloud Computing offers an enormous opportunity to enhance data accessibility, efficiency, and cost-effectiveness. However, the challenge of securing PMRs in the cloud remains a key concern. This paper introduces SPaMeR, an innovative IoT platform based on microservice and brokerless architecture, tailored to address this challenge and the specific requirements of healthcare environments. SPaMeR platform incorporates and extends the core functionalities of the IoT platform designed in our previous work - data collection, device and user management, and remote device control - while specifically addressing six critical issues for healthcare data: a) secure and reliable transmission of medical data, b) energy efficiency for healthcare devices, c) high-speed and accurate data collection from medical devices, d) robust security mechanisms to protect sensitive patient information, e) scalability to accommodate the ever-growing number of patients and medical devices, and f) compliance with healthcare data regulations and standards. To demonstrate the effectiveness and feasibility of SPaMeR, we provide a comprehensive evaluation with two distinct healthcare scenarios. Our results indicate significant improvements in the areas of data security, energy efficiency, and system scalability compared to traditional healthcare platforms.","['microservice', 'micro-service', 'Internet of Things', 'Kafka', 'brokerless', 'gRPC', 'Medical record', 'RBAC', 'Single Sign-On']",978-3-031-44835-5,,['https://doi.org/10.1007/978-3-031-44836-2_3'],0,EC5,0,97
96,JOUR,10.1109/ACCESS.2024.3489892,"['S. D. Meglio', 'L. Libero Lucio Starace']",Evaluating Performance and Resource Consumption of REST Frameworks and Execution Environments: Insights and Guidelines for Developers and Companies,IEEE Access,01-Nov-24,IEEE,"The REST (REpresentational State Transfer) paradigm has become essential for designing distributed applications that leverage the HTTP protocol, enabling efficient data exchange and the development of scalable architectures such as microservices. However, selecting an appropriate framework among the myriad available options, especially given the diversity of emerging execution environments, presents a significant challenge. Often, this decision neglects crucial factors such as performance and energy efficiency, favoring instead developer familiarity and popularity within the industry. To address this, we conducted a comprehensive benchmark study using a prototype REST API application provided by an industry partner, which was implemented multiple times using different REST API frameworks. We evaluated five different REST API frameworks across three popular programming languages, incorporating both traditional and emerging execution environments, resulting in twelve distinct configurations. Our results reveal significant differences in performance and computational resource consumption across different frameworks and execution environments, highlighting the necessity of making informed technology choices based on thorough analysis rather than convenience or familiarity. In addition to our findings, we offer other contributions to the field: an automated pipeline that benchmarks different configurations with various frameworks and execution environments, and a reference benchmark REST API that can be used in other studies. This research provides valuable insights and tools for developers and organizations aiming to select high-performance, resource-efficient technologies that promote environmental sustainability and reduce operational costs.","['Execution environments', 'green computing', 'performance benchmark', 'performance testing', 'REST API', 'REST API frameworks', 'sustainable computing', 'web applications', 'Java', 'Benchmark testing', 'Python', 'Energy consumption', 'Energy efficiency', 'Sports', 'Software development management', 'Prototypes', 'Costs', 'Codes', 'Green computing', 'Green computing', 'Web services']",2169-3536,,,0,EC5,0,98
105,JOUR,10.1007/s00607-024-01305-x,"['Fé I.', 'Nguyen T.A.', 'Mauro M.D.', 'Postiglione F.', 'Ramos A.', 'Soares A.', 'Choi E.', 'Min D.', 'Lee J.W.', 'Silva F.A.']",Energy-aware dynamic response and efficient consolidation strategies for disaster survivability of cloud microservices architecture,Computing,,,"Computer system resilience refers to the ability of a computer system to continue functioning even in the face of unexpected events or disruptions. These disruptions can be caused by a variety of factors, such as hardware failures, software glitches, cyber attacks, or even natural disasters. Modern computational environments need applications that can recover quickly from major disruptions while also being environmentally sustainable. Balancing system resilience with energy efficiency is challenging, as efforts to improve one can harm the other. This paper presents a method to enhance disaster survivability in microservice architectures, particularly those using Kubernetes in cloud-based environments, focusing on optimizing electrical energy use. Aiming to save energy, our work adopt the consolidation strategy that means grouping multiple microservices on a single host. Our aproach uses a widely adopted analytical model, the Generalized Stochastic Petri Net (GSPN). GSPN are a powerful modeling technique that is widely used in various fields, including engineering, computer science, and operations research. One of the primary advantages of GSPN is its ability to model complex systems with a high degree of accuracy. Additionally, GSPN allows for the modeling of both logical and stochastic behavior, making it ideal for systems that involve a combination of both. Our GSPN models compute a number of metrics such as: recovery time, system availability, reliability, Mean Time to Failure, and the configuration of cloud-based microservices. We compared our approach against others focusing on survivability or efficiency. Our approach aligns with Recovery Time Objectives during sudden disasters and offers the fastest recovery, requiring 9% less warning time to fully recover in cases of disaster with alert when compared to strategies with similar electrical consumption. It also saves about 27% energy compared to low consolidation strategies and 5% against high consolidation under static conditions. © The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature 2024.","['68M14', '68M15', '68U01', 'Availability', 'Microservices', 'Petri nets', 'Reliability', 'Survivabiliry', 'Balancing', 'Energy efficiency', 'Network security', 'Petri nets', 'Power management', 'Recovery', 'Stochastic models', 'Stochastic systems', '68m14', '68m15', '68u01', 'Cloud-based', 'Energy aware', 'Generalized Stochastic Petri nets', 'Microservice', 'Survivabiliry', 'System resiliences', 'Unexpected events', 'Disasters']",,2024,,0,EC5,0,99
8,JOUR,10.3390/su16135738,"['Soongpol B.', 'Netinant P.', 'Rukhiran M.']",Practical Sustainable Software Development in Architectural Flexibility for Energy Efficiency Using the Extended Agile Framework,Sustainability (Switzerland),,,"Many regular business operations are transforming into digital services, increasing advanced multi-platforms, rapid operational alignment, flexibility, and environmental impact through energy consumption, hardware waste, and technology investments. Flexible and sustainable system development models emphasizing energy efficiency can help innovate software development as digital servicing applications shift. This research is motivated by the need to improve energy consumption in early software design and development due to rising technological efficiency and sustainability demands. Although effective in iterative development and stakeholder engagement, traditional Agile methodologies often struggle with long-term sustainability and energy efficiency. Extended Agile, combining Agile, layered architecture, and aspect-oriented frameworks (ALAI), promises to improve system modularity, flexibility, maintainability, and sustainability. This study’s findings are not just theoretical, but also practically relevant, as they explore the energy efficiency of ALAI software development methodologies, using graduate admission information system services (GAISS) as an example. GAISS is a complex system that handles the entire process of graduate admissions, from application submission to final decision. The study quantifies the energy usage of a student-list webpage by analyzing Microsoft IIS server logs from February 2022 to May 2024. Directly applicable findings show that the GAISS based on the ALAI framework reduces energy consumption by 10.7914% compared to traditional Agile software developments. ALAI used 892.80 kWh versus Agile’s 1000.80 kWh during operations, saving energy. These findings demonstrate the benefits of integrating aspect-oriented frameworks and layering approaches into Agile methodologies, contributing to sustainable software development discourse. The study emphasizes the importance of energy-efficient frameworks such as ALAI to reduce software systems’ environmental impact and promote software development sustainability. The findings of this study, with their practical relevance, assist software developers and organizations in choosing software design and development methods that maximize operational efficiency and environmental sustainability. © 2024 by the authors.","['agile', 'aspect-oriented', 'energy efficiency', 'flexibility', 'framework', 'layering', 'software development', 'sustainability', 'business development', 'energy efficiency', 'environmental impact', 'information system', 'software', 'stakeholder', 'sustainability', 'sustainable development']",,2024,,0,EC5,0,100
86,JOUR,10.1109/MICRO56248.2022.00040,"['Khairy, Mahmoud', 'Alawneh, Ahmad', 'Barnes, Aaron', 'Rogers, Timothy G.']",SIMR: Single Instruction Multiple Request Processing for Energy-Efficient Data Center Microservices,Proceedings of the 55th Annual IEEE/ACM International Symposium on Microarchitecture,2023,IEEE Press,"Contemporary data center servers process thousands of similar, independent requests per minute. In the interest of programmer productivity and ease of scaling, workloads in data centers have shifted from single monolithic processes toward a micro and nanoservice software architecture. As a result, single servers are now packed with many threads executing the same, relatively small task on different data.State-of-the-art data centers run these microservices on multi-core CPUs. However, the flexibility offered by traditional CPUs comes at an energy-efficiency cost. The Multiple Instruction Multiple Data execution model misses opportunities to aggregate the similarity in contemporary microservices. We observe that the Single Instruction Multiple Thread execution model, employed by GPUs, provides better thread scaling and has the potential to reduce frontend and memory system energy consumption. However, contemporary GPUs are ill-suited for the latency-sensitive microservice space.To exploit the similarity in contemporary microservices, while maintaining acceptable latency, we propose the Request Processing Unit (RPU). The RPU combines elements of out-of-order CPUs with lockstep thread aggregation mechanisms found in GPUs to execute microservices in a Single Instruction Multiple Request (SIMR) fashion. To complement the RPU, we also propose a SIMR-aware software stack that uses novel mechanisms to batch requests based on their predicted control-flow, split batches based on predicted latency divergence and map per-request memory allocations to maximize coalescing opportunities. Our resulting RPU system processes 5.7× more requests/joule than multi-core CPUs, while increasing single thread latency by only 1.44×.","['data center', 'GPU', 'microservices', 'SIMT']",978-1-6654-6272-3,,['https://doi.org/10.1109/MICRO56248.2022.00040'],0,EC5,0,101
72,JOUR,10.1109/ISCC55528.2022.9912882,"['J. Georgiou', 'M. Symeonides', 'M. Kasioulis', 'D. Trihinas', 'G. Pallis', 'M. D. Dikaiakos']",BenchPilot: Repeatable & Reproducible Benchmarking for Edge Micro-DCs,2022 IEEE Symposium on Computers and Communications (ISCC),19-Oct-22,IEEE,"Micro-Datacenters (DCs) are emerging as key en-ablers for Edge computing and 5G mobile networks by pro-viding processing power closer to IoT devices to extract timely analytic insights. However, the performance evaluation of data stream processing on micro-DCs is a daunting task due to difficulties raised by the time-consuming setup, configuration and heterogeneity of the underlying environment. To address these challenges, we introduce BenchPilot, a modular and highly customizable benchmarking framework for edge micro-DCs. BenchPilot provides a high-level declarative model for describing experiment testbeds and scenarios that automates the bench-marking process on Streaming Distributed Processing Engines (SDPEs). The latter enables users to focus on performance analysis instead of dealing with the complex and time-consuming setup. BenchPilot instantiates the underlying cluster, performs repeatable experimentation, and provides a unified monitoring stack in heterogeneous Micro-DCs. To highlight the usability of BenchPilot, we conduct experiments on two popular streaming engines, namely Apache Storm and Flink. Our experiments compare the engines based on performance, CPU utilization, energy consumption, temperature, and network I/O.","['Edge Computing', 'Internet of Things', 'Energy consumption', 'Storms', 'Telecommunication traffic', 'Benchmark testing', 'Central Processing Unit', 'Servers', 'Usability']",2642-7389,,,0,EC5,0,102
5,JOUR,10.1109/WETICE64632.2024.00024,"['J. A. Larracoechea', 'S. Ilarri', 'P. Roose']",RADIANCE: A CASE Tool For Green Software Design,2024 32nd International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE),14-Feb-25,IEEE,"Regardless of the improvements in the efficiency of energy consumption of information and communication technology, energy consumption will forever be a requisite for software execution. Consequently, researchers have promoted the development of green and sustainable software with new development methods and tools. These, however, have been adopted with limited success due to technicalities and specific language/platform requirements. In this paper, we present RADIANCE: a web app for designing greener software with a model-driven approach based on the Behavior-Based Consumption Profiles (BBCP) external Domain-Specific Language (DSL). RADIANCE, in contrast to other tools, embraces users with different levels of knowledge about green software and software architecture. Moreover, RADIANCE assesses and rates, reports, and provides advice on the energy-consuming patterns of the software models created by the user, assisting them in identifying possible design changes that result in greener software designs from the initial stages of software development.","['Software design', 'Green software', 'Sustainable software', 'Energy consumption', 'Software development', 'Model Driven Software Development', 'Energy consumption', 'Software design', 'Computer aided software engineering', 'Software architecture', 'Green products', 'Software', 'Information and communication technology', 'DSL', 'Software development management', 'Domain specific languages']",,,,0,EC5 - DOUBLE CHECK,0,103
6,JOUR,10.3390/app14177456,"['Larracoechea J.A.', 'Ilarri S.', 'Roose P.']",A Proposal of Behavior-Based Consumption Profiles for Green Software Design,Applied Sciences (Switzerland),,,"Despite the increase in the efficiency of energy consumption in information and communication technology, software execution and its constraints are responsible for how energy is consumed in hardware hosts. Consequently, researchers have promoted the development of sustainable software with new development methods and tools to lessen its hardware demands. However, the approaches developed so far lack cohesiveness along the stages of the software development life cycle (SDLC) and exist outside of a holistic method for green software development (GSD). In addition, there is a severe lack of approaches that target the analysis and design stages of the SDLC, leaving software architects and designers unsupported. In this article, we introduce our behavior-based consumption profile (BBCP) external Domain-Specific Language (DSL), aimed at assisting software architects and designers in modeling the behavior of software. The models generated with our external DSL contain multiple sets of properties that characterize features of the software’s behavior. In contrast to other modeling languages, our BBCP emphasizes how time and probability are involved in software execution and its evolution over time, helping its users to gather an expectation of software usage and hardware consumption from the initial stages of software development. To illustrate the feasibility and benefits of our proposal, we conclude with an analysis of the model of a software service created using the BBCP, which is simulated using Insight Maker to obtain an estimation of hardware consumption and later translated to energy consumption. © 2024 by the authors.","['behavior with software', 'green software', 'SOA', 'software behavior', 'software engineering', 'software profiling', 'Program translators', 'Software design', 'Behavior with software', 'Behavior-based', 'Energy-consumption', 'Green software', 'SOA', 'Software architects', 'Software behavior', 'Software development life-cycle', 'Software execution', 'Software profiling', 'Green development']",,2024,,0,EC5,0,104
102,JOUR,10.1109/JIOT.2021.3086043,"['A. H. H. Ngu', 'J. S. Eyitayo', 'G. Yang', 'C. Campbell', 'Q. Z. Sheng', 'J. Ni']",An IoT Edge Computing Framework Using Cordova Accessor Host,IEEE Internet of Things Journal,03-Jun-21,IEEE,"The Internet of Things (IoT) is a rapidly growing system of physical sensors and connected devices, enabling advanced information gathering, interpretation, and monitoring. The realization of a versatile IoT edge computing framework will accelerate seamless integration of the cyber-world with new physical IoT devices, and will fundamentally change and empower the way humans interact with the world. While there are many cloud-based IoT computing frameworks, they cannot support the needs of IoT applications that require local processing and guarantee of consumer’s privacy. This article presents experimentation with the opensource plug-and-play IoT middleware, called Cordova Accesor Host. We demonstrated that Cordova Accessor Host supports the essential ingredients of the composition and reusability of IoT services using the accessor as the basic building block and adopting an accessor-module-plugin design pattern. The portability is demonstrated by using the same accessor for collecting sensor data from radically different IoT devices such as, wearables (e.g., smartwatches) and microcontrollers (e.g., Arduino). Our energy profiling experiments show that IoT services deployed using the Cordova Accessor Host consume around 35% less battery power than the same IoT services deployed in the native Android operating system.","['Edge computing', 'open service platform', 'service middleware and platform', 'Internet of Things', 'Sensors', 'Cloud computing', 'Edge computing', 'Servers', 'Programming', 'Operating systems']",2327-4662,,,0,EC5,0,105
108,JOUR,10.1145/3528535.3565242,"['Zandberg, Koen', 'Baccelli, Emmanuel', 'Yuan, Shenghao', 'Besson, Frédéric', 'Talpin, Jean-Pierre']",Femto-containers: lightweight virtualization and fault isolation for small software functions on low-power IoT microcontrollers,Proceedings of the 23rd ACM/IFIP International Middleware Conference,2022,Association for Computing Machinery,"Low-power operating system runtimes used on IoT microcontrollers typically provide rudimentary APIs, basic connectivity and, sometimes, a (secure) firmware update mechanism. In contrast, on less constrained hardware, networked software has entered the age of serverless, microservices and agility. With a view to bridge this gap, in the paper we design Femto-Containers, a new middleware runtime which can be embedded on heterogeneous low-power IoT devices. Femto-Containers enable the secure deployment, execution and isolation of small virtual software functions on low-power IoT devices, over the network. We implement Femto-Containers, and provide integration in RIOT, a popular open source IoT operating system. We then evaluate the performance of our implementation, which was formally verified for fault-isolation, guaranteeing that RIOT is shielded from logic loaded and executed in a Femto-Container. Our experiments on various popular micro-controller architectures (Arm Cortex-M, ESP32 and RISC-V) show that Femto-Containers offer an attractive trade-off in terms of memory footprint overhead, energy consumption, and security.","['security', 'IoT', 'middleware', 'container', 'function-as-a-service', 'low-power', 'microcontroller', 'virtual machine']",978-1-4503-9340-9,,['https://doi.org/10.1145/3528535.3565242'],0,EC5,0,106
