DOI,record_id,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,asreview_prior,exported_notes_1,asreview_ranking
10.3390/app122211650,2855,Dimara A.; Vasilopoulos V.-G.; Papaioannou A.; Angelis S.; Kotis K.; Anagnostopoulos C.-N.; Krinidis S.; Ioannidis D.; Tzovaras D.,Self-Healing of Semantically Interoperable Smart and Prescriptive Edge Devices in IoT,,,,,,,,,,,,"Smart homes enhance energy efficiency without compromising residents’ comfort. To support smart home deployment and services, an IoT network must be established, while energy-management techniques must be applied to ensure energy efficiency. IoT networks must perpetually operate to ensure constant energy and indoor environmental monitoring. In this paper, an advanced sensor-agnostic plug-n-play prescriptive edge-to-edge IoT network management with micro-services is proposed, supporting also the semantic interoperability of multiple smart edge devices operating in the smart home network. Furthermore, IoT health-monitoring algorithms are applied to inspect network anomalies taking proper healing actions/prescriptions without the need to visit the residency. An autoencoder long short-term memory (AE-LSTM) is selected for detecting problematic situations, improving error prediction to 99.4%. Finally, indicative evaluation results reveal the mitigation of the IoT system breakdowns. © 2022 by the authors.",,,,IoT network; prescriptive; self-healing; smart actuators; smart home; smart sensors,,,,,,,,"Dimara, Asimina (57201366573); Vasilopoulos, Vasileios-Georgios (57226770132); Papaioannou, Alexios (57280507500); Angelis, Sotirios (57223105756); Kotis, Konstantinos (8951329800); Anagnostopoulos, Christos-Nikolaos (8966682200); Krinidis, Stelios (55968599400); Ioannidis, Dimosthenis (19638392200); Tzovaras, Dimitrios (13105681700)",57201366573; 57226770132; 57280507500; 57223105756; 8951329800; 8966682200; 55968599400; 19638392200; 13105681700,2022,Applied Sciences (Switzerland),11650,,,,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142543242&doi=10.3390%2fapp122211650&partnerID=40&md5=17ee93055dc7642d530e775d0137169a,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85142543242,,0,IC4,76
10.3390/app14177456,2549,Larracoechea J.A.; Ilarri S.; Roose P.,A Proposal of Behavior-Based Consumption Profiles for Green Software Design,,,,,,,,,,,,"Despite the increase in the efficiency of energy consumption in information and communication technology, software execution and its constraints are responsible for how energy is consumed in hardware hosts. Consequently, researchers have promoted the development of sustainable software with new development methods and tools to lessen its hardware demands. However, the approaches developed so far lack cohesiveness along the stages of the software development life cycle (SDLC) and exist outside of a holistic method for green software development (GSD). In addition, there is a severe lack of approaches that target the analysis and design stages of the SDLC, leaving software architects and designers unsupported. In this article, we introduce our behavior-based consumption profile (BBCP) external Domain-Specific Language (DSL), aimed at assisting software architects and designers in modeling the behavior of software. The models generated with our external DSL contain multiple sets of properties that characterize features of the software’s behavior. In contrast to other modeling languages, our BBCP emphasizes how time and probability are involved in software execution and its evolution over time, helping its users to gather an expectation of software usage and hardware consumption from the initial stages of software development. To illustrate the feasibility and benefits of our proposal, we conclude with an analysis of the model of a software service created using the BBCP, which is simulated using Insight Maker to obtain an estimation of hardware consumption and later translated to energy consumption. © 2024 by the authors.",,,,behavior with software; green software; SOA; software behavior; software engineering; software profiling,,,,,,,,"Larracoechea, Jorge Andrés (57221960959); Ilarri, Sergio (7801631434); Roose, Philippe (55843683500)",57221960959; 7801631434; 55843683500,2024,Applied Sciences (Switzerland),7456,,,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203852902&doi=10.3390%2fapp14177456&partnerID=40&md5=764572cb721393b46c5d6d5cbbf1be5c,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85203852902,Program translators; Software design; Behavior with software; Behavior-based; Energy-consumption; Green software; SOA; Software architects; Software behavior; Software development life-cycle; Software execution; Software profiling; Green development,0,EC3 but may be useful,88
10.3390/electronics10121460,3059,Xu R.; Jin W.; Hong Y.; Kim D.-H.,Intelligent optimization mechanism based on an objective function for efficient home appliances control in an embedded edge platform,,,,,,,,,,,,"In recent years the ever-expanding internet of things (IoT) is becoming more empowered to revolutionize our world with the advent of cutting-edge features and intelligence in an IoT ecosystem. Thanks to the development of the IoT, researchers have devoted themselves to technologies that convert a conventional home into an intelligent occupants-aware place to manage electric resources with autonomous devices to deal with excess energy consumption and providing a comfortable living environment. There are studies to supplement the innate shortcomings of the IoT and improve intelligence by using cloud computing and machine learning. However, the machine learning-based autonomous control devices lack flexibility, and cloud computing is challenging with latency and security. In this paper, we propose a rule-based optimization mechanism on an embedded edge platform to provide dynamic home appliance control and advanced intelligence in a smart home. To provide actional control ability, we design and developed a rule-based objective function in the EdgeX edge computing platform to control the temperature states of the smart home. Compared to cloud computing, edge computing can provide faster response and higher quality of services. The edge computing paradigm provides better analysis, processing, and storage abilities to the data generated from the IoT sensors to enhance the capability of IoT devices concerning computing, storage, and network resources. In order to satisfy the paradigm of distributed edge computing, all the services are implemented as microservices. The microservices are connected to each other through REST APIs based on the constrained IoT devices to provide all the functionalities that accomplish a trade-off between energy consumption and occupant-desired environment setting for the smart home appliances. We simulated our proposed system to control the temperature of a smart home; through experimental findings, we investigated the application against the delay time and overall memory consumption by the embedded edge system of EdgeX. The result of this research work suggests that the implemented services operated efficiently in the raspberry pi 3 hardware of IoT devices. © 2021 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https:// creativecommons.org/licenses/by/ 4.0/).",,,,EdgeX; Embedded edge system; Microservice; Objective function; Optimization; Smart home,,,,,,,,"Xu, Rongxu (57211633913); Jin, Wenquan (56824908400); Hong, Yonggeun (36195389700); Kim, Do-Hyeun (44361167000)",57211633913; 56824908400; 36195389700; 44361167000,2021,Electronics (Switzerland),1460,,,,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108122823&doi=10.3390%2felectronics10121460&partnerID=40&md5=3b8cc0565367055565968a82972bca49,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85108122823,,0,IC4,50
10.3390/electronics12010017,2857,Manowska A.; Wycisk A.; Nowrot A.; Pielot J.,"The Use of the MQTT Protocol in Measurement, Monitoring and Control Systems as Part of the Implementation of Energy Management Systems",,,,,,,,,,,,"The Internet of Things (IoT) market is currently one of the most dynamically developing branches of technology. The increase in the number of devices and their capabilities make them present in every area of life—from construction to medicine. Due to flourishing industrial automation and wireless connectivity, all devices in buildings can be networked, which significantly improves comfort, energy efficiency, and thus significantly affects the promotion of the idea of sustainable development. This article proposes to build a system to monitor an energy management system by collecting information about temperature, humidity and pressure. The concept of the system is based on the Message Queue Telemetry Transport (MQTT) communication protocol, a wireless network, an ESP8266 microcontroller and a BME280 sensor. Sensors and actuators are connected to the ESP8266, and a Mosquitto-based MQTT broker is placed on the RPi and set up for remote monitoring and control. An innovative approach to the use of database systems dedicated to time series on the example of InfluxDB and data visualization in the Grafana environment was also presented. The proposed system was built in laboratory conditions in 2022 and used to monitor and control energy consumption in real time, depending on Polish weather conditions. © 2022 by the authors.",,,,ESP8266; measurement system; Message Queuing Telemetry Transport (MQTT); monitoring and controlling in energy management; Mosquitto,,,,,,,,"Manowska, Anna (57191709311); Wycisk, Artur (58041854100); Nowrot, Andrzej (36523715000); Pielot, Joachim (54974351600)",57191709311; 58041854100; 36523715000; 54974351600,2023,Electronics (Switzerland),17,,,,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145614160&doi=10.3390%2felectronics12010017&partnerID=40&md5=93ec82e35f83fd28bb9e12c5fd6006ad,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85145614160,,0,EC3,2586
10.3390/en12030360,3090,Jarwar M.A.; Ali S.; Chong I.,Microservices model to enhance the availability of data for buildings energy efficiency management services,,,,,,,,,,,,"In the Internet of Things (IoT)-supported energy data management infrastructure, objects from various energy generation and consumption terminals in buildings produce a tremendous amount of data. However, this data is not useful unless it is available on-time for services that discover meaningful information in order to provide intelligent decisions. The microservices-based data caching, data virtualization, data processing, data analysis, and data ingestion methods can be applied to enhance the data availability for energy efficiency management services provision across buildings. To foster building energy efficiency management services (BEEMS), Web of Objects (WoO) provides data abstraction, aggregation, and ingestion mechanism with virtual objects (VOs) and composite virtual objects (CVOs) by using ontologies and availability and scalability of services with microservices. This article proposes the use of data processing microservices modeling to enhance data availability and expose services capabilities with microservices for BEEMS. We present a semantic web agent based on an ontology for linking, enhancement, reusability, and availability of data-objects, services, and microservices. For the evaluation, we present a use case, which includes heterogeneous data collection and processing and provision of various BEEMS. A prototype for the use case scenario has been built and the results have been evaluated in the laboratory to mimic the enhanced data availability for BEEMS. © 2019 by the authors.",,,,Data and service availability; Data processing microservices; Energy data; Energy management services; Internet of things (IoT),,,,,,,,"Jarwar, Muhammad Aslam (57193264890); Ali, Sajjad (57193677805); Chong, Ilyoung (56284262500)",57193264890; 57193677805; 56284262500,2019,Energies,360,,,,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060914476&doi=10.3390%2fen12030360&partnerID=40&md5=b8d4f3ba862252b7262f00c2d070bd55,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85060914476,Data handling; Energy efficiency; Information management; Ontology; Reusability; Building energy efficiency; Efficiency managements; Energy data; Energy data managements; Internet of thing (IOT); Internet of Things (IOT); Management service; Service availability; Internet of things,0,IC4,57
10.3390/en15155516,2873,Lévy L.-N.; Bosom J.; Guerard G.; Amor S.B.; Bui M.; Tran H.,DevOps Model Appproach for Monitoring Smart Energy Systems,,,,,,,,,,,,"Energy systems are often socio-technical complex systems that are facing new challenges regarding technological and environmental changes. Because of their complex nature, they cannot be approached solely through analytical modeling, hence the inefficiency of most classical modeling approaches. In this article, a Hybrid Approach based on both systemic and analytical modeling is presented and applied to a case study. From this novel approach, a model—the Multi-Institution Building Energy System—is presented. It allowed us to highlight and detail the need for greater governance of energy systems. The socio-technical solutions identified to answer the issues of governance (Accuracy, Reliability and Fairness) were DevOps methodology and the use of Distributed Microservices Architecture. Based on this framework, the design of a Decision Support System assuring and exploiting state-of-the-art scalable tools for data management and machine learning factories is described in this article. Moreover, we wish to set up the conceptual basis necessary for the design of a generic theoretical framework of optimization applicable to complex socio-technical systems in the context of the management of a shared resource. © 2022 by the authors.",,,,automated machine learning; clustering; complex system; DevOps; monitoring; profiling; recommender system; smart grid,,,,,,,,"Lévy, Loup-Noé (57203503916); Bosom, Jérémie (57202512390); Guerard, Guillaume (55746242400); Amor, Soufian Ben (16642317200); Bui, Marc (7006594623); Tran, Hai (57196641853)",57203503916; 57202512390; 55746242400; 16642317200; 7006594623; 57196641853,2022,Energies,5516,,,,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136460397&doi=10.3390%2fen15155516&partnerID=40&md5=6308ccd8a038ff7efa1a6d18f2229463,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85136460397,Analytical models; Decision support systems; Electric power transmission networks; Information management; Machine learning; Monitoring; Automated machine learning; Automated machines; Clusterings; Energy systems; Machine-learning; Profiling; Smart energy systems; Smart grid; Sociotechnical; Technological change; Smart power grids,0,EC3,2056
10.3390/fi16080296,2571,Miao J.; Rajasekhar D.; Mishra S.; Nayak S.K.; Yadav R.,A Microservice-Based Smart Agriculture System to Detect Animal Intrusion at the Edge,,,,,,,,,,,,"Smart agriculture stands as a promising domain for IoT-enabled technologies, with the potential to elevate crop quality, quantity, and operational efficiency. However, implementing a smart agriculture system encounters challenges such as the high latency and bandwidth consumption linked to cloud computing, Internet disconnections in rural locales, and the imperative of cost efficiency for farmers. Addressing these hurdles, this paper advocates a fog-based smart agriculture infrastructure integrating edge computing and LoRa communication. We tackle farmers’ prime concern of animal intrusion by presenting a solution leveraging low-cost PIR sensors, cameras, and computer vision to detect intrusions and predict animal locations using an innovative algorithm. Our system detects intrusions pre-emptively, identifies intruders, forecasts their movements, and promptly alerts farmers. Additionally, we compare our proposed strategy with other approaches and measure their power consumptions, demonstrating significant energy savings afforded by our strategy. Experimental results highlight the effectiveness, energy efficiency, and cost-effectiveness of our system compared to state-of-the-art systems. © 2024 by the authors.",,,,animal intrusion detection; fog computing; LoRa; smart agriculture,,,,,,,,"Miao, Jinpeng (58558229700); Rajasekhar, Dasari (58359144600); Mishra, Shivakant (7402725656); Nayak, Sanjeet Kumar (55811613100); Yadav, Ramanarayan (58558811400)",58558229700; 58359144600; 7402725656; 55811613100; 58558811400,2024,Future Internet,296,,,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202290186&doi=10.3390%2ffi16080296&partnerID=40&md5=afe75154a8168a5efc000ea5ccffad49,Final,,Scopus,2-s2.0-85202290186,Fog computing; Agriculture systems; Animal intrusion detection; Bandwidth consumption; Cloud-computing; Cost-efficiency; Crop quality; Intrusion-Detection; Lora; Operational efficiencies; Smart agricultures; Smart agriculture,0,IC4,126
10.3390/pr9091611,2986,Fernandez C.M.; Alves J.; Gaspar P.D.; Lima T.M.,Fostering awareness on environmentally sustainable technological solutions for the post-harvest food supply chain,,,,,,,,,,,,"This study presents a current status and future trends of innovative and environmentally sustainable technological solutions for the post-harvest food supply chain and the food industry, in terms of ecological packaging, active, and/or intelligent packaging. All these concerns are currently highlighted due to the strong increase in the purchase/sale of products on online platforms, as well as the requirements for stricter food security and safety. Thus, this study aims to increase the global awareness of agro-industrial micro, small, and medium size enterprises for the adoption of innovative food solutions though industry digitalization (Industry 4.0), associated logistics and circular economy, with a concern for cybersecurity and products information, communication and shelf-life extension. The adoption of these guidelines will certainly foster along the complete food chain (from producer to consumer, with all intermediary parties) the awareness on environmentally sustainable technological solutions for the post-harvest food supply chain, and thus, promoting the future food sustainability required by the population increase, the climate change, the exodus of rural population to urban areas, and food loss and waste. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,,Agro-industry; Circular econ-omy; Food safety; Food supply chain; Industry 4.0 and cybersecurity; Packaging; Sustainability; Waste,,,,,,,,"Fernandez, Carlos M. (57215897449); Alves, Joel (57224008789); Gaspar, Pedro Dinis (57419570900); Lima, Tânia M. (48661120000)",57215897449; 57224008789; 57419570900; 48661120000,2021,Processes,1611,,,,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114800112&doi=10.3390%2fpr9091611&partnerID=40&md5=4d739f7a59f90b159ecdd9113beb3643,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85114800112,,,,898
10.3390/s20082418,3105,Trilles S.; González-Pérez A.; Huerta J.,An IoT platform based on microservices and serverless paradigms for smart farming purposes,,,,,,,,,,,,"Nowadays, the concept of “Everything is connected to Everything” has spread to reach increasingly diverse scenarios, due to the benefits of constantly being able to know, in real-time, the status of your factory, your city, your health or your smallholding. This wide variety of scenarios creates different challenges such as the heterogeneity of IoT devices, support for large numbers of connected devices, reliable and safe systems, energy efficiency and the possibility of using this system by third-parties in other scenarios. A transversal middleware in all IoT solutions is called an IoT platform. the IoT platform is a piece of software that works like a kind of “glue” to combine platforms and orchestrate capabilities that connect devices, users and applications/services in a “cyber-physical” world. In this way, the IoT platform can help solve the challenges listed above. This paper proposes an IoT agnostic architecture, highlighting the role of the IoT platform, within a broader ecosystem of interconnected tools, aiming at increasing scalability, stability, interoperability and reusability. For that purpose, different paradigms of computing will be used, such as microservices architecture and serverless computing. Additionally, a technological proposal of the architecture, called SEnviro Connect, is presented. This proposal is validated in the IoT scenario of smart farming, where five IoT devices (SEnviro nodes) have been deployed to improve wine production. A comprehensive performance evaluation is carried out to guarantee a scalable and stable platform. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",,,,Internet of things; Iot platform; Microservices; Serverless; Smart farming; Vineyar diseases,,,,,,,,"Trilles, Sergio (55557104000); González-Pérez, Alberto (57194053428); Huerta, Joaquín (56260161000)",55557104000; 57194053428; 56260161000,2020,Sensors (Switzerland),2418,,,,71,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084170463&doi=10.3390%2fs20082418&partnerID=40&md5=ce4f72616124e49db1ca6d4346d3ec61,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85084170463,Application programs; Breweries; Energy efficiency; Middleware; Reusability; Comprehensive performance evaluation; Cyber physicals; Real time; Stable platform; Third parties; Wine production; Agnostic; agricultural worker; article; ecosystem; human; internet of things; wine; Internet of things,0,IC4,55
10.3390/s21103349,3067,Puliafito A.; Tricomi G.; Zafeiropoulos A.; Papavassiliou S.,Smart cities of the future as cyber physical systems: Challenges and enabling technologies,,,,,,,,,,,,"A smart city represents an improvement of today’s cities, both functionally and structurally, that strategically utilizes several smart factors, capitalizing on Information and Communications Technology (ICT) to increase the city’s sustainable growth and strengthen the city’s functions, while ensuring the citizens’ enhanced quality of life and health. Cities can be viewed as a microcosm of interconnected “objects” with which citizens interact daily, which represents an extremely interesting example of a cyber physical system (CPS), where the continuous monitoring of a city’s status occurs through sensors and processors applied within the real-world infrastructure. Each object in a city can be both the collector and distributor of information regarding mobility, energy consumption, air pollution as well as potentially offering cultural and tourist information. As a consequence, the cyber and real worlds are strongly linked and interdependent in a smart city. New services can be deployed when needed, and evaluation mechanisms can be set up to assess the health and success of a smart city. In particular, the objectives of creating ICT-enabled smart city environments target (but are not limited to) improved city services; optimized decision-making; the creation of smart urban infrastructures; the orchestration of cyber and physical resources; addressing challenging urban issues, such as environmental pollution, transportation management, energy usage and public health; the optimization of the use and benefits of next generation (5G and beyond) communication; the capitalization of social networks and their analysis; support for tactile internet applications; and the inspiration of urban citizens to improve their quality of life. However, the large scale deployment of cyber-physical-social systems faces a series of challenges and issues (e.g., energy efficiency requirements, architecture, protocol stack design, implementation, and security), which requires more smart sensing and computing methods as well as advanced networking and communications technologies to provide more pervasive cyber-physical-social services. In this paper, we discuss the challenges, the state-of-the-art, and the solutions to a set of currently unresolved key questions related to CPSs and smart cities. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,,Cloud; Cyber physical systems; Embedded systems; IoT; Online social networks; Smart cities; Software-defined networks; Wireless systems,,,,,,,,"Puliafito, Antonio (35618875300); Tricomi, Giuseppe (57194834315); Zafeiropoulos, Anastasios (24333644200); Papavassiliou, Symeon (23567140500)",35618875300; 57194834315; 24333644200; 23567140500,2021,Sensors,3349,,,,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105479171&doi=10.3390%2fs21103349&partnerID=40&md5=f071021b9a40035db59ade6c78a833b1,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85105479171,5G mobile communication systems; Cyber Physical System; Decision making; Embedded systems; Energy efficiency; Energy utilization; Green computing; Health; Large scale systems; Network architecture; Network protocols; Network security; Pollution; Quality control; Smart city; Sustainable development; Urban transportation; Continuous monitoring; Cyber-physical systems (CPS); Efficiency requirements; Environmental pollutions; Information and communications technology; Large-scale deployment; Networking and communication; Transportation management; article; city; decision making; human; Internet; online social network; public health; quality of life; security; social work; software; Infrastructure as a service (IaaS),0,EC3,3016
10.3390/s21238061,2954,Larrinaga F.; Pérez A.; Aldalur I.; Hernández J.L.; Izkara J.L.; de Viteri P.S.,A holistic and interoperable approach towards the implementation of services for the digital transformation of smart cities: The case of Vitoria-Gasteiz (Spain),,,,,,,,,,,,"Cities in the 21st century play a major role in the sustainability and climate impact reduction challenges set by the European agenda. As the population of cities grows and their environmental impact becomes more evident, the European strategy aims to reduce greenhouse gas emissions—the main cause of climate change. Measures to reduce the impact of climate change include reducing energy consumption, improving mobility, harnessing resources and renewable energies, integrating nature-based solutions and efficiently managing infrastructure. The monitoring and control of all this activity is essential for its proper functioning. In this context, Information and Communication Technology (ICT) plays a key role in the digitisation, monitoring, and managing of these different verticals. Urban data platforms support cities on extracting Key Performance Indicators (KPI) in their efforts to make better decisions. Cities must be transformed by applying efficient urban planning measures and taking into account not only technological aspects, but also by applying a holistic vision in building solutions where citizens are at the centre. In addition, standardisation of platforms where applications are integrated as one is necessary. This requires interoperability between different verticals. This article presents the information platform developed for the city of Vitoria-Gasteiz in Spain. The platform is based on the UNE 178104 standard to provide a holistic architecture that integrates information from the different urban planning measures implemented in the city. The platform was constructed in the context of the SmartEnCity project following the urban transformation strategy established by the city. The article presents the value-added solutions implemented in the platform. These solutions have been developed by applying co-creation techniques in which stakeholders have been involved throughout the process. The platform proposes a step forward towards standardization, harmonises the integration of data from multiple vertical, provides interoperability between services, and simplifies scalability and replicability due to its microservice architecture. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,,Added value services; Digitalisation; Interoperability; IoT and monitoring; Smart cities; Urban data platform,,,,,,,,"Larrinaga, Félix (53877813400); Pérez, Alain (55706335300); Aldalur, Iñigo (56492990100); Hernández, José L. (58731638500); Izkara, José Luis (55314667600); de Viteri, Patxi Sáez (57217590336)",53877813400; 55706335300; 56492990100; 58731638500; 55314667600; 57217590336,2021,Sensors,8061,,,,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120318977&doi=10.3390%2fs21238061&partnerID=40&md5=4a9ad8bf12897c8fa837cc843a82fb64,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85120318977,Cities; City Planning; Climate Change; Spain; Technology; Benchmarking; Climate change; Energy utilization; Environmental impact; Gas emissions; Greenhouse gases; Interoperability; Metadata; Smart city; Standardization; Sustainable development; Urban planning; Added-value services; Climate impacts; Data platform; Digital transformation; Digitalization; Impact reduction; IoT and monitoring; Planning measures; Sustainability impacts; Urban data platform; city; city planning; climate change; Spain; technology; Internet of things,0,EC3,2064
10.3390/s23136117,2774,Kaur A.; Kumar S.; Gupta D.; Hamid Y.; Hamdi M.; Ksibi A.; Elmannai H.; Saini S.,Algorithmic Approach to Virtual Machine Migration in Cloud Computing with Updated SESA Algorithm,,,,,,,,,,,,"Cloud computing plays an important role in every IT sector. Many tech giants such as Google, Microsoft, and Facebook as deploying their data centres around the world to provide computation and storage services. The customers either submit their job directly or they take the help of the brokers for the submission of the jobs to the cloud centres. The preliminary aim is to reduce the overall power consumption which was ignored in the early days of cloud development. This was due to the performance expectations from cloud servers as they were supposed to provide all the services through their services layers IaaS, PaaS, and SaaS. As time passed and researchers came up with new terminologies and algorithmic architecture for the reduction of power consumption and sustainability, other algorithmic anarchies were also introduced, such as statistical oriented learning and bioinspired algorithms. In this paper, an indepth focus has been done on multiple approaches for migration among virtual machines and find out various issues among existing approaches. The proposed work utilizes elastic scheduling inspired by the smart elastic scheduling algorithm (SESA) to develop a more energy-efficient VM allocation and migration algorithm. The proposed work uses cosine similarity and bandwidth utilization as additional utilities to improve the current performance in terms of QoS. The proposed work is evaluated for overall power consumption and service level agreement violation (SLA-V) and is compared with related state of art techniques. A proposed algorithm is also presented in order to solve problems found during the survey. © 2023 by the authors.",,,,cloud computing; migration; power consumption; SESA; virtual machine,,,,,,,,"Kaur, Amandeep (59376711900); Kumar, Saurabh (58842921800); Gupta, Deepali (57208714508); Hamid, Yasir (57191428882); Hamdi, Monia (55763124900); Ksibi, Amel (46062194200); Elmannai, Hela (55366208300); Saini, Shilpa (58195812000)",59376711900; 58842921800; 57208714508; 57191428882; 55763124900; 46062194200; 55366208300; 58195812000,2023,Sensors,6117,,,,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164845170&doi=10.3390%2fs23136117&partnerID=40&md5=80006687357cf38a0a417c8d22a62c52,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85164845170,Algorithms; Cloud Computing; Humans; Cloud computing; Computing power; Digital storage; Electric power utilization; Energy efficiency; Green computing; Network security; Quality of service; Scheduling algorithms; Algorithmic approach; Cloud-computing; Computation service; Datacenter; Facebook; Google+; MicroSoft; Migration; Smart elastic scheduling algorithm; Virtual machine migrations; algorithm; cloud computing; human; Virtual machine,0,EC3,2162
10.3390/s23167142,2758,Ashraf M.; Shiraz M.; Abbasi A.; Alqahtani O.; Badshah G.; Lasisi A.,Microservice Application Scheduling in Multi-Tiered Fog-Computing-Enabled IoT,,,,,,,,,,,,"Fog computing extends mobile cloud computing facilities at the network edge, yielding low-latency application execution. To supplement cloud services, computationally intensive applications can be distributed on resource-constrained mobile devices by leveraging underutilized nearby resources to meet the latency and bandwidth requirements of application execution. Building upon this premise, it is necessary to investigate idle or underutilized resources that are present at the edge of the network. The utilization of a microservice architecture in IoT application development, with its increased granularity in service breakdown, provides opportunities for improved scalability, maintainability, and extensibility. In this research, the proposed schedule tackles the latency requirements of applications by identifying suitable upward migration of microservices within a multi-tiered fog computing infrastructure. This approach enables optimal utilization of network edge resources. Experimental validation is performed using the iFogSim2 simulator and the results are compared with existing baselines. The results demonstrate that compared to the edgewards approach, our proposed technique significantly improves the latency requirements of application execution, network usage, and energy consumption by 66.92%, 69.83%, and 4.16%, respectively. © 2023 by the authors.",,,,constrained devices; distributed application execution; fog computing; Internet of Things; microservice application scheduling; service delay,,,,,,,,"Ashraf, Maria (57702958100); Shiraz, Muhammad (36708730400); Abbasi, Almas (36863336500); Alqahtani, Omar (58548087400); Badshah, Gran (56039177200); Lasisi, Ayodele (56031891700)",57702958100; 36708730400; 36863336500; 58548087400; 56039177200; 56031891700,2023,Sensors,7142,,,,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168718295&doi=10.3390%2fs23167142&partnerID=40&md5=f6405c7cd0477185b8755c231e135338,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85168718295,Energy utilization; Fog; Internet of things; Mobile cloud computing; Application execution; Application scheduling; Computing facilities; Constrained devices; Distributed application executions; Low latency; Microservice application scheduling; Multi-tiered; Network edges; Service delays; Fog computing,0,IC4,32
