"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Malavolta I.; Lewis G.A.; Schmerl B.; Lago P.; Garlan D.","Malavolta, Ivano (25823118300); Lewis, Grace A. (7402637003); Schmerl, Bradley (6603262333); Lago, Patricia (56187491900); Garlan, David (35582414000)","25823118300; 7402637003; 6603262333; 56187491900; 35582414000","Mining guidelines for architecting robotics software","2021","Journal of Systems and Software","178","","110969","","","","20","10.1016/j.jss.2021.110969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105348947&doi=10.1016%2fj.jss.2021.110969&partnerID=40&md5=43fe9fdc6a02160d4d5219420efc94df","Context: The Robot Operating System (ROS) is the de-facto standard for robotics software. However, ROS-based systems are getting larger and more complex and could benefit from good software architecture practices. Goal: We aim at (i) unveiling the state-of-the-practice in terms of targeted quality attributes and architecture documentation in ROS-based systems, and (ii) providing empirically-grounded guidance to roboticists about how to properly architect ROS-based systems. Methods: We designed and conducted an observational study where we (i) built a dataset of 335 GitHub repositories containing real open-source ROS-based systems, and (ii) mined the repositories to extract and synthesize quantitative and qualitative findings about how roboticists are architecting ROS-based systems. Results: First, we extracted an empirically-grounded overview of the state of the practice for architecting and documenting ROS-based systems. Second, we synthesized a catalog of 47 architecting guidelines for ROS-based systems. Third, the extracted guidelines were validated by 119 roboticists working on real-world open-source ROS-based systems. Conclusion: Roboticists can use our architecting guidelines for applying good design principles to develop robots that meet quality requirements, and researchers can use our results as evidence-based indications about how real-world ROS systems are architected today, thus inspiring future research contributions. © 2021 The Author(s)","Robotics; ROS; Software architecture","Machine design; Open source software; Robotics; Robots; Architecture practice; De facto standard; Evidence-based; Observational study; Quality attributes; Quality requirements; Robot operating systems (ROS); State of the practice; Open systems","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85105348947"
"Jamil H.; Qayyum F.; Jamil F.; Kim D.-H.","Jamil, Harun (57222651920); Qayyum, Faiza (57225395084); Jamil, Faisal (57205302075); Kim, Do-Hyeun (44361167000)","57222651920; 57225395084; 57205302075; 44361167000","Enhanced pdr-ble compensation mechanism based on hmm and awcla for improving indoor localization","2021","Sensors","21","21","6972","","","","13","10.3390/s21216972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117010805&doi=10.3390%2fs21216972&partnerID=40&md5=239073fca872d1a76621f4b8099d9d50","This paper presents an enhanced PDR-BLE compensation mechanism for improving indoor localization, which is considerably resilient against variant uncertainties. The proposed method of ePDR-BLE compensation mechanism (EPBCM) takes advantage of the non-requirement of linearization of the system around its current state in an unscented Kalman filter (UKF) and Kalman filter (KF) in smoothing of received signal strength indicator (RSSI) values. In this paper, a fusion of conflicting information and the activity detection approach of an object in an indoor environment contemplates varying magnitude of accelerometer values based on the hidden Markov model (HMM). On the estimated orientation, the proposed approach remunerates the inadvertent body acceleration and magnetic distortion sensor data. Moreover, EPBCM can precisely calculate the velocity and position by reducing the position drift, which gives rise to a fault in zero-velocity and heading error. The developed EPBCM localization algorithm using Bluetooth low energy beacons (BLE) was applied and analyzed in an indoor environment. The experiments conducted in an indoor scenario shows the results of various activities performed by the object and achieves better orientation estimation, zero velocity measurements, and high position accuracy than other methods in the literature. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Bluetooth low energy (BLE); EPDR-BLE compensation mechanism (EPBCM); Hidden Markov model (HMM); Kalman filter (KF); Received signal strength indicator (RSSI); Unscented Kalman filter (UKF)","Bluetooth; Hidden Markov models; Indoor positioning systems; Object detection; Bluetooth low energy; Compensation mechanism; Energy compensation; EPDR-bluetooth low energy compensation mechanism; Hidden markov model; Hidden-Markov models; Kalman filter; Lower energies; Received signal strength indicator; Received signal strength indicators; Unscented kalman filter; Kalman filters","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85117010805"
"Wu Y.","Wu, Yulei (23092568400)","23092568400","Cloud-Edge Orchestration for the Internet of Things: Architecture and AI-Powered Data Processing","2021","IEEE Internet of Things Journal","8","16","9162084","12792","12805","13","136","10.1109/JIOT.2020.3014845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097833548&doi=10.1109%2fJIOT.2020.3014845&partnerID=40&md5=730a625cbb5f91596da9373df04d7f54","The Internet of Things (IoT) has been deeply penetrated into a wide range of important and critical sectors, including smart city, water, transportation, manufacturing, and smart factory. Massive data are being acquired from a fast growing number of IoT devices. Efficient data processing is a necessity to meet diversified and stringent requirements of many emerging IoT applications. Due to the constrained computation and storage resources, IoT devices have resorted to the powerful cloud computing to process their data. However, centralized and remote cloud computing may introduce unacceptable communication delay since its physical location is far away from IoT devices. Edge cloud has been introduced to overcome this issue by moving the cloud in closer proximity to IoT devices. The orchestration and cooperation between the cloud and the edge provides a crucial computing architecture for IoT applications. Artificial intelligence (AI) is a powerful tool to enable the intelligent orchestration in this architecture. This article first introduces such a kind of computing architecture from the perspective of IoT applications. It then investigates the state-of-the-art proposals on AI-powered cloud-edge orchestration for the IoT. Finally, a list of potential research challenges and open issues is provided and discussed, which can provide useful resources for carrying out future research in this area. © 2014 IEEE.","Artificial intelligence (AI); cloud computing; edge computing; Internet of Things (IoT); offloading","Architecture; Artificial intelligence; Cloud computing; Computer architecture; Data handling; Digital storage; Communication delays; Computing architecture; Internet of thing (IOT); IOT applications; Physical locations; Potential researches; Storage resources; Stringent requirement; Internet of things","Article","Final","","Scopus","2-s2.0-85097833548"
"Won Y.; Kim S.; Park K.-J.; Eun Y.","Won, Yuchang (57202258760); Kim, Seunghyeon (57209140419); Park, Kyung-Joon (35220500600); Eun, Yongsoon (7003690984)","57202258760; 57209140419; 35220500600; 7003690984","Continuous productivity improvement using ioe data for fault monitoring: An automotive parts production line case study","2021","Sensors","21","21","7366","","","","6","10.3390/s21217366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118371379&doi=10.3390%2fs21217366&partnerID=40&md5=7cffdf3ab943c346875857fbac525390","This paper presents a case study of continuous productivity improvement of an automotive parts production line using Internet of Everything (IoE) data for fault monitoring. Continuous productivity improvement denotes an iterative process of analyzing and updating the production line configuration for productivity improvement based on measured data. Analysis for continuous improvement of a production system requires a set of data (machine uptime, downtime, cycle-time) that are not typically monitored by a conventional fault monitoring system. Although productivity improvement is a critical aspect for a manufacturing site, not many production systems are equipped with a dedicated data recording system towards continuous improvement. In this paper, we study the problem of how to derive the dataset required for continuous improvement from the measurement by a conventional fault monitoring system. In particular, we provide a case study of an automotive parts production line. Based on the data measured by the existing fault monitoring system, we model the production system and derive the dataset required for continuous improvement. Our approach provides the expected amount of improvement to operation managers in a numerical manner to help them make a decision on whether they should modify the line configuration or not. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Continuous productivity im-provement; Fault monitoring data; Internet of everything; Production systems engineering; Smart factory","Manufacture; Monitoring; Automotive parts; Case-studies; Continuous improvements; Continuous productivity im-provement; Fault monitoring; Fault monitoring data; Internet of everything; Production line; Productivity improvements; Smart factory; Productivity","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85118371379"
"Garcia J.","Garcia, Johan (7406127415)","7406127415","Change Point Evaluation in Networking Logs with Periodicity Filtering and Bootstrapping","2022","Proceedings of the IEEE/IFIP Network Operations and Management Symposium 2022: Network and Service Management in the Era of Cloudification, Softwarization and Artificial Intelligence, NOMS 2022","","","","","","","2","10.1109/NOMS54207.2022.9789925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133170314&doi=10.1109%2fNOMS54207.2022.9789925&partnerID=40&md5=680877b9f1305a0b519f1102c9deecce","Efficient operation of networking systems is important from resource utilization, OPEX, and energy consumption perspectives. A major factor in efficient operations is the underlying software that controls the networking hardware or virtualized network functions. Most software in hardware-based networking devices is periodically updated, which may or may not have impact on various aspects of the performance of the device. We consider the issue of change point detection in network performance indicators, aiming to detect when such software updates co-occur with changes to any subset of collected performance metrics. In particular, we study the change point detection problem that arises when the placement in time of firmware changes is known a priori, but the presence of any performance implications is unknown. We focus on evaluating change point detection in operational network equipment log data, and consider diurnal variation suppression approaches. We propose the use of periodicity filtering to remove anomalous data sources, and apply a resampling technique using bootstrapping to determine when a software update has performance implications. Our results show that this automated change point detection approach can locate performance-related changes, and that load normalization appears to be the most sensitive approach to diurnal variation suppression. © 2022 IEEE.","bootstrapping; NFV; periodogram; SDN","Change detection; Energy utilization; Network function virtualization; Bootstrapping; Change point detection; Change-points; Diurnal variation; Networking systems; NFV; Performance; Periodograms; SDN; Software updates; Firmware","Conference paper","Final","","Scopus","2-s2.0-85133170314"
"Kleftakis S.; Mavrogiorgou A.; Mavrogiorgos K.; Kiourtis A.; Kyriazis D.","Kleftakis, Spyridon (57203851945); Mavrogiorgou, Argyro (57190857284); Mavrogiorgos, Konstantinos (57226175562); Kiourtis, Athanasios (57190855747); Kyriazis, Dimosthenis (16301182100)","57203851945; 57190857284; 57226175562; 57190855747; 16301182100","Digital Twin in Healthcare Through the Eyes of the Vitruvian Man","2022","Smart Innovation, Systems and Technologies","308","","","75","85","10","13","10.1007/978-981-19-3440-7_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135001872&doi=10.1007%2f978-981-19-3440-7_7&partnerID=40&md5=38e72784f653c987c163cda9463aca7c","In recent years, worldwide, with the development of technology, a huge amount of data is collected in Electronic Health Records (EHRs). Although vast progress has been made with the use of artificial intelligence in various areas of health domain and for specific problems, it is a fact that to date there is no holistic approach to a patient’s state of health using these technologies. Digital Twin refers to a complete physical and functional description of an item, product, or system, which includes pretty much all the information that could be useful in all—current and next—life cycle phases. This paper presents a platform that, using state of the art technologies such as Microservice Architecture (MSA), containerization (Docker), orchestration (Kubernetes) and Machine Learning Operations (MLOps), whereas it is inspired by Leonardo DaVinci’s Vitruvian man, building the Digital Twin of Patient platform. To achieve that, the platform’s architecture is designed with multiple clusters of Docker containers and Kubernetes orchestration. Specific parts or organs of the human body, are represented by clusters called “digital_twin_components”—DTCs. The set of those DTCs structure the “patient_digital_twin” cluster in which appropriate pipelines define and monitor in real time the “best” possible construction of the patient’s digital twin. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Containers; Digital twin; Electronic health records; Healthcare; Machine learning; Microservices; MLOps","E-learning; Engineering education; Health care; Life cycle; Machine learning; Records management; Electronic health; Electronic health record; Health records; Healthcare; Holistic approach; Machine learning operation; Machine-learning; Microservice; Specific problems; Containers","Conference paper","Final","","Scopus","2-s2.0-85135001872"
"Lakhan A.; Mohammed M.A.; Rashid A.N.; Kadry S.; Abdulkareem K.H.","Lakhan, Abdullah (57209259574); Mohammed, Mazin Abed (57192089894); Rashid, Ahmed N. (57200386745); Kadry, Seifedine (55906598300); Abdulkareem, Karrar Hameed (57197854295)","57209259574; 57192089894; 57200386745; 55906598300; 57197854295","Deadline aware and energy-efficient scheduling algorithm for fine-grained tasks in mobile edge computing","2022","International Journal of Web and Grid Services","18","2","","168","193","25","34","10.1504/IJWGS.2022.121935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128730456&doi=10.1504%2fIJWGS.2022.121935&partnerID=40&md5=f12961ffe9c24170c618b9f5fb23824f","These days, more and more web are converting into mobile devices such as the internet of things (IoT). These applications are distributed in nature and installed on mobile and servers to achieve many business goals. With this motivation, mobile edge computing (MEC) is an evolving paradigm that reduces the energy consumption of mobile devices through the offload process. However, currently all studies only concentrated on mobile energy and widely overlooked the energy usage of the computing node resources and application deadlines during offloading and scheduling in the MEC network. This research suggests a new mobile edge cloud (mob-cloud) architecture that minimises the nodes energy and meets the deadline requirements of applications. This research formulates this problem as the convex optimisation problem under linear integer programming. The mob-cloud consists of different types of virtual machines which are implementing at the edge computing. This study introduces a novel deadline and energy-efficient task scheduling (DEETS) algorithm framework consisting of task sequencing, resource searching, and mobility-aware scheduling. Furthermore, DEETS keeps tradeoff performances between resource energy usage and task deadline. Simulation results show that the proposed DEETS outperformed all contemporary methods regarding energy usage and deadlines of applications by 50%. © 2022 Inderscience Enterprises Ltd.","deadline and energy-efficient task scheduling; DEETS; MEC; mob-cloud architecture; mobile edge computing; slack time; task scheduling","Computer architecture; Convex optimization; Energy utilization; Green computing; Integer programming; Internet of things; Mobile edge computing; Multitasking; Network architecture; Scheduling; Scheduling algorithms; Cloud architectures; Deadline and energy-efficient task scheduling; Deadline-aware; Edge clouds; Energy efficient; Energy usage; Mobile edge cloud architecture; Slack time; Energy efficiency","Article","Final","","Scopus","2-s2.0-85128730456"
"Escuín D.; Polo L.; Ciprés D.; Millán C.; Carcas J.","Escuín, David (26026870900); Polo, Lorena (57188824217); Ciprés, David (55884011200); Millán, Carlos (57189218269); Carcas, Jorge (57838586100)","26026870900; 57188824217; 55884011200; 57189218269; 57838586100","A Long-Distance Smart Driving Service Based on Floating Car Data and Open Data","2022","IEEE Access","10","","","80833","80846","13","1","10.1109/ACCESS.2022.3195569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135762879&doi=10.1109%2fACCESS.2022.3195569&partnerID=40&md5=fb0b3789b745e3b6099c36693475fd45","The purpose of this manuscript is to present the Smart Driving Service (SDS), a customized mobile application, and a complex microservices framework intended not only for professional drivers but also for novel people who need help during the driving time in their long-distance journeys. The European regulation on driving times, breaks and rest periods for drivers engaged in the carriage of freight is implemented in the system. Additionally, it is necessary to have a feedback report to detect the behavior of drivers and what to do differently to improve driving. This issue is addressed by implementing a Route Performance Index (RPI) to measure the driver compliance. The proposed service has been running in a production stage for 6 months with a reduction in consumption of 2 liters/100 km. Considering that the company runs more than 100M km per year, the savings in fuel are relevant apart from the environmental impact reduction.  © 2013 IEEE.","Driver assistance; floating car data; open data; route navigation; telemetry; truck sensors","Automobile drivers; Behavioral research; Behavioral science; Driver assistance; Floating-car data; Intelligent sensors; Mobile applications; Open datum; Road; Route navigation; Service-based; Truck sensor; Digital storage","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85135762879"
"Sharafzadeh E.; Sanaee A.; Huang P.; Antichi G.; Ghorbani S.","Sharafzadeh, Erfan (57202467979); Sanaee, Alireza (57225929621); Huang, Peng (55955579700); Antichi, Gianni (25924766600); Ghorbani, Soudeh (55363071700)","57202467979; 57225929621; 55955579700; 25924766600; 55363071700","Understanding Microquanta Process Scheduling for Cloud Applications","2022","Proceedings - 2022 IEEE/ACM 15th International Conference on Utility and Cloud Computing, UCC 2022","","","","279","284","5","0","10.1109/UCC56403.2022.00050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150681592&doi=10.1109%2fUCC56403.2022.00050&partnerID=40&md5=034262b13e6be4578e07f37dea3dbe2f","Process schedulers are responsible for arbitrating CPU resources among services. Unfortunately, traditional sched-ulers, working at millisecond scale and characterized by strict priority schemes, are no longer suitable to meet increasingly stringent and diverse requirements imposed by many workloads. Recognizing this aspect, the research community has recently proposed new schedulers operating at microsecond granularity. This work studies microsecond-scale schedulers and policies for data center applications from the configuration versus perfor-mance standpoint. We demonstrate that for the best performance, workload-dependent parameter tuning is fundamental. Specifically, even a slight misconfiguration can also lead to 110% higher tail latency with respect to its best-case scenario. Our results call for a new set of process scheduling schemes that are workload-aware.  © 2022 IEEE.","data center applications; process scheduling","Cloud applications; CPU resources; Data center application; Datacenter; Priority schemes; Process scheduler; Process scheduling; Research communities; Stringents; Work study","Conference paper","Final","","Scopus","2-s2.0-85150681592"
"Xu M.; Fu Z.; Ma X.; Zhang L.; Li Y.; Qian F.; Wang S.; Li K.; Yang J.; Liu X.","Xu, Mengwei (57195714041); Fu, Zhe (59302449500); Ma, Xiao (56996455900); Zhang, Li (55976800500); Li, Yanan (56151339600); Qian, Feng (55214139500); Wang, Shangguang (36185971000); Li, Ke (57190584461); Yang, Jingyu (57840454100); Liu, Xuanzhe (22035687800)","57195714041; 59302449500; 56996455900; 55976800500; 56151339600; 55214139500; 36185971000; 57190584461; 57840454100; 22035687800","From cloud to edge: A first look at public edge platforms","2021","Proceedings of the ACM SIGCOMM Internet Measurement Conference, IMC","","","","37","53","16","79","10.1145/3487552.3487815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118996371&doi=10.1145%2f3487552.3487815&partnerID=40&md5=51304b54151f72ac84611cd413c354fb","Public edge platforms have drawn increasing attention from both academia and industry. In this study, we perform a first-of-its-kind measurement study on a leading public edge platform that has been densely deployed in China. Based on this measurement, we quantitatively answer two critical yet unexplored questions. First, from end users' perspective, what is the performance of commodity edge platforms compared to cloud, in terms of the end-to-end network delay, throughput, and the application QoE. Second, from the edge service provider's perspective, how are the edge workloads different from cloud, in terms of their VM subscription, monetary cost, and resource usage. Our study quantitatively reveals the status quo of today's public edge platforms, and provides crucial insights towards developing and operating future edge services. © 2021 ACM.","edge computing; measurement study; workloads analysis","Quality of service; Edge computing; Edge services; End-to-end network; End-user perspective; First look; Measurement study; Network-delay; Performance; Service provider; Workload analysis; Edge computing","Conference paper","Final","","Scopus","2-s2.0-85118996371"
"Serradilla O.; Zugasti E.; Ramirez de Okariz J.; Rodriguez J.; Zurutuza U.","Serradilla, Oscar (57208399361); Zugasti, Ekhi (55320238800); Ramirez de Okariz, Julian (57481704300); Rodriguez, Jon (57226802940); Zurutuza, Urko (24512512800)","57208399361; 55320238800; 57481704300; 57226802940; 24512512800","Methodology for data-driven predictive maintenance models design, development and implementation on manufacturing guided by domain knowledge","2022","International Journal of Computer Integrated Manufacturing","35","12","","1310","1334","24","11","10.1080/0951192X.2022.2043562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126066439&doi=10.1080%2f0951192X.2022.2043562&partnerID=40&md5=0382cabbd97dd3fc3e012e43534bb051","The 4th industrial revolution has connected machines and industrial plants, facilitating process monitoring and the implementation of predictive maintenance (PdM) systems that can save up to 60% of maintenance costs. Nowadays, most PdM research is carried out with expert systems and data-driven algorithms, but it is mainly focused on improving the results of reference simulation data sets. Hence, industrial requirements are not commonly addressed, and there is no guiding methodology for their implementation in real PdM use-cases. The objective of this work is to present a methodology for PdM application in industrial companies by combining data-driven techniques with domain knowledge. It defines sequentially ordered stages, steps and tasks to facilitate the design, development and implementation of PdM systems according to business and process characteristics. It also facilitates the collaboration among the required working profiles and defines deliverables. It is designed in a flexible and iterative way, combining standards, state-of-the-art methodologies and referent works of the field. Finally, the proposed methodology is validated on two use-cases: a bushing testbed and a press machine of the production line. These use-cases aim to facilitate, guide and speed up the implementation of the methodology on other PdM use-cases. © 2022 Informa UK Limited, trading as Taylor & Francis Group.","data-driven; domain knowledge; manufacturing; methodology; Predictive maintenance","Domain Knowledge; Expert systems; Industrial plants; Iterative methods; Maintenance; Process monitoring; Data driven; Design development; Design implementation; Domain knowledge; Maintenance models; Maintenance systems; Methodology; Model development; Model implementation; Predictive maintenance; Manufacture","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85126066439"
"Halba K.; Hailane A.; Lbath A.; Griffor E.; Dahbura A.","Halba, Khalid (57202443238); Hailane, Asmaa (57991627000); Lbath, Ahmed (6506361202); Griffor, Edward (6504155208); Dahbura, Anton (57991688500)","57202443238; 57991627000; 6506361202; 6504155208; 57991688500","Well-being as a Composite Capability in the Smart Building Domain: A Formal and Technical Study","2022","2022 IEEE European Technology and Engineering Management Summit, E-TEMS 2022 - Conference Proceedings","","","","115","125","10","1","10.1109/E-TEMS53558.2022.9944422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143251920&doi=10.1109%2fE-TEMS53558.2022.9944422&partnerID=40&md5=dc581a9a82da766bf1e2c86ab9a47e38","Smart building value-added capabilities are gaining significant attention from various stakeholders, including the general public, researchers, and industry. One such capability is well-being, a composition of multiple atomic capabilities that characterize a smart building. Atomic functions that compose a well-being capability include temperature, noise level, pollution level, and humidity, to name a few. Multiple efforts have addressed this specific capability and its composition requirements and techniques from standardization, technical, and quality of service aspects. One such effort is the IoT and CPS Composition Framework (ICCF), a novel framework for rapid modeling, specifying, verifying, and prototyping IoT and CPS capabilities. ICCF relies on the NIST CPS Framework guidelines to address different stakeholders' concerns; it also leverages composition semantics inspired by the mPlane platform to describe entities and interactions intuitively. In addition, it uses the Temporal Logic of Actions + (TLA+) formal verification techniques to verify the correctness of core functions. This work leverages the ICCF framework to provide the following contributions: i) description of a stakeholder-defined well-being composition capability based on the ICCF framework foundations, ii) an in-depth characterization of the well-being capability, iii) considerations regarding the formal aspects of the well-being capability, including verifying its correctness, deadlock, and state-space, iv) implementation of the composite capability using a lightweight microservices environment, v) discussion of results based on the different domains of interest including residential buildings and factories. Finally, a summary of this effort is provided, and challenges to capabilities composition as well as future plans for improvement are highlighted.  © 2022 IEEE.","Composition; Cyber-Physical Systems(CPS); Formal Verification; Internet of Things(IoT); Micro-services; Smart Buildings; Well-being","Buildings; Cyber Physical System; Embedded systems; Internet of things; Quality of service; Semantics; Atomic function; Composition frameworks; Cybe-physical systems; Cyber-physical systems; Formal studies; General publics; Micro services; Noise levels; Technical study; Well being; Formal verification","Conference paper","Final","","Scopus","2-s2.0-85143251920"
"Ali A.; Iqbal M.M.","Ali, Abid (57225729471); Iqbal, Muhammad Munwar (58544925000)","57225729471; 58544925000","A Cost and Energy Efficient Task Scheduling Technique to Offload Microservices Based Applications in Mobile Cloud Computing","2022","IEEE Access","10","","","46633","46651","18","36","10.1109/ACCESS.2022.3170918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129650903&doi=10.1109%2fACCESS.2022.3170918&partnerID=40&md5=bbe4705e536aabb149df2254dbbbe6be","The number of smartphone users and mobile devices has increased significantly. The Mobile Cloud Applications based on cloud computing have also been increased. The mobile apps can be used in Augmented Reality, E-Transportation, 2D/3-D Games, E-Healthcare, and Education. The modern cloud-based frameworks provide such services on Virtual Machines. The existing frameworks worked well, but these suffered the problems such as overhead, resource utilization, lengthy boot-time, and cost of running Mobile Applications. This study addresses these problems by proposing a Dynamic Decision-Based Task Scheduling Technique for Microservice-based Mobile Cloud Computing Applications (MSCMCC). The MSCMCC runs delay-sensitive applications and mobility with less cost than existing approaches. The study focused on Task Scheduling problems on heterogeneous Mobile Cloud servers. We further propose Task Scheduling and Microservices based Computational Offloading (TSMCO) framework to solve the Task Scheduling in steps, such as Resource Matching, Task Sequencing, and Task Scheduling. Furthermore, the experimental results elaborate that the proposed MSCMCC and TSMCO enhance the Mobile Server Utilization. The proposed system effectively minimizes the cost of healthcare applications by 25%, augmented reality by 23%, E-Transport tasks by 21%, and 3-D games tasks by 19%, the average boot-time of microservices applications by 17%, resource utilization by 36%, and tasks arrival time by 16%.  © 2013 IEEE.","Cloud computing; microservices; mobile cloud computing; task offloading; task scheduling; task sequencing","Augmented reality; Cost benefit analysis; Costs; Delay-sensitive applications; Energy efficiency; Job analysis; mHealth; Multitasking; Scheduling algorithms; Cloud-computing; Microservice; Microservice architecture; Mobile handsets; Processor scheduling; Task analysis; Task offloading; Task sequencing; Tasks scheduling; Mobile cloud computing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85129650903"
"Lakhan A.; Mastoi Q.-U.-A.; Elhoseny M.; Memon M.S.; Mohammed M.A.","Lakhan, Abdullah (57209259574); Mastoi, Qurat-Ul-Ain (57200855422); Elhoseny, Mohamed (57148260400); Memon, Muhammad Suleman (57204002618); Mohammed, Mazin Abed (57192089894)","57209259574; 57200855422; 57148260400; 57204002618; 57192089894","Deep neural network-based application partitioning and scheduling for hospitals and medical enterprises using IoT assisted mobile fog cloud","2022","Enterprise Information Systems","16","7","1883122","","","","66","10.1080/17517575.2021.1883122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100870106&doi=10.1080%2f17517575.2021.1883122&partnerID=40&md5=76903c768ae2f4d8c2ce388578de93d6","These days, fog-cloud based healthcare application partitioning techniques have been growing progressively. However, existing static fog-cloud based application partitioning methods are static and cannot adopt dynamic changes in the dynamic environment (e.g., where network and computing nodes have resource value variation) during the execution process. This study devises a Deep Neural Networks Energy Cost-Efficient Partitioning and Task Scheduling (DNNECTS) algorithm framework which consists of the following components: application partitioning, task sequencing, and scheduling. Experimental results show the suggested methods in terms of energy consumption and the applications' cost in the dynamic environment. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","cloud; deep neural networks; Enterprise; fog; iot; mobile; partitioning; resource management; scheduling; system; workflow","Deep neural networks; Energy utilization; Fog; Internet of things; Scheduling; Algorithm framework; Application partitioning; Cloud-based applications; Computing nodes; Dynamic environments; Execution process; Health care application; Network based applications; Neural networks","Article","Final","","Scopus","2-s2.0-85100870106"
"Taimoor N.; Rehman S.","Taimoor, Najma (24438326400); Rehman, Semeen (7005331385)","24438326400; 7005331385","Reliable and Resilient AI and IoT-Based Personalised Healthcare Services: A Survey","2022","IEEE Access","10","","","535","563","28","67","10.1109/ACCESS.2021.3137364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122084452&doi=10.1109%2fACCESS.2021.3137364&partnerID=40&md5=f2d203541d43cb4bede1d5d258839b9c","Recent technological (e.g., IoT, 5G), and economic (e.g., UN 2030 Sustainable Development Goals) developments have transformed the healthcare sector towards more personalized and IoT-based healthcare services. These services are realized through control and monitoring applications that are typically developed using artificial intelligence (AI)/machine learning (ML) based algorithms, that play a significant role to highlight the efficiency of traditional healthcare systems. Current personalized healthcare services are dedicated in a specific environment to support technological personalization (e.g., personalized gadgets/devices). However, they are unable to consider different inter-related health conditions, leading to inappropriate diagnosis and affect sustainability and the long-term health/life of patients. Towards this problem, the state-of-the-art Healthcare 5.0 technology has evolved that supersede previous healthcare technologies. The goal of healthcare 5.0 is to achieve a fully autonomous healthcare service, that takes into account the interdependent effect of different health conditions of a patient. This paper conducts a comprehensive survey on personalized healthcare services. In particular, we first present an overview of key requirements of comprehensive personalized healthcare services (CPHS) in modern healthcare Internet of Things (HIoT), including the definition of personalization and an example use case scenario as a representative for modern HIoT. Second, we explored a fundamental three-layer architecture for IoT-based healthcare systems using both AI and non-AI-based approaches, considering key requirements for CPHS followed by their strengths and weaknesses in the frame of personalized healthcare services. Third, we highlighted different security threats against each layer of IoT architecture along with the possible AI and non-AI-based solutions. Finally, we propose a methodology to develop reliable, resilient, and personalized healthcare services that address the identified weaknesses of existing approaches.  © 2013 IEEE.","Healthcare 5.0; IoT; medicine 4.0; personalization; reliability; resilience; sustainability","5G mobile communication systems; Artificial intelligence; Diagnosis; Health care; Software reliability; Surveys; Sustainable development; Biomedical monitoring; Healthcare 5.0; Healthcare services; License; Medical services; Medicine 4.0; Personalizations; Resilience; Software-Reliability; Internet of things","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85122084452"
