DOI,round_5,round_4,round_3,round_2,round_1,record_id,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,asreview_prior,exported_notes_1,asreview_ranking
10.1145/3524106,0,0,0,0,0,396,"Husen, Arif; Chaudary, Muhammad Hasanain; Ahmad, Farooq",A Survey on Requirements of Future Intelligent Networks: Solutions and Future Research Directions,ACM Comput. Surv.,,0360-0300,https://doi.org/10.1145/3524106,2022-11,,,,,,,"The context of this study examines the requirements of Future Intelligent Networks (FIN), solutions, and current research directions through a survey technique. The background of this study is hinged on the applications of Machine Learning (ML) in the networking field. Through careful analysis of literature and real-world reports, we noted that ML has significantly expedited decision-making processes, enhanced intelligent automation, and helped resolve complex problems economically in different fields of life. Various researchers have also envisioned future networks incorporating intelligent functions and operations with ML. Several efforts have been made to automate individual functions and operations in the networking domain; however, most of the existing ML models proposed in the literature lack several vital requirements. Hence, this study aims to present a comprehensive summary of the requirements of FIN and propose a taxonomy of different network functionalities that needs to be equipped with ML techniques. The core objectives of this study are to provide a taxonomy of requirements envisioned for end-to-end FIN, relevant ML techniques, and their analysis to find research gaps, open issues, and future research directions. The real benefit of ML applications in any domain can only be ensured if intelligent capabilities cover all of its components. We observed that future generations of networks are heterogeneous, multi-vendor, and multidimensional, and ML can provide optimal results only if intelligent capabilities are used on a holistic scale. Realizing intelligence on a holistic scale is only possible if the ML algorithms can solve heterogeneous problems in a multi-vendor and multidimensional environment. ML models must be reliable and efficient, support, and possess the capability to learn and share the knowledge across the network layers and administrative domains to solve issues. First, this study ascertains the requirements of the FIN and proposes their taxonomy through reviews on envisioned ideas by various researchers and articles gathered from reputed conferences and standard developing organizations using keyword queries. Second, we have reviewed existing studies on ML applications focusing on coverage, heterogeneity, distributed architecture, and cross-domain knowledge learning and sharing. Our study observed that in the past, ML applications were focused mainly on an individual/isolated level only, and aspects of global and deep holistic learning with cross-layer/cross-domain knowledge sharing with agile ML operations are not explored at large. We recommend that the issues mentioned previously be addressed with improved ML architecture and agile operations and propose an ML pipeline based architecture for FIN. The significant contribution of this study is the impetus for researchers to seek ML models suitable for a modular, distributed, multi-domain, and multi-layer environment and provide decision making on a global or holistic rather than an individual function level.",,,,,,,,,,,,,,,,,,,,,,,,,,cross-administrative domain learning; cross-layer learning; deep holistic learning; feature sharing; Future intelligent networks; global learning; knowledge sharing,0.0,EC3,2986
10.1145/3524458.3547254,0,0,0,0,0,211,"Ayaz, Berk; Slamnik-Kriještorac, Nina; Marquez-Barja, Johann",Data Management Platform For Smart Orchestration of Decentralized and Heterogeneous Vehicular Edge Networks,Proceedings of the 2022 ACM Conference on Information Technology for Social Good,978-1-4503-9284-6,,https://doi.org/10.1145/3524458.3547254,2022,GoodIT '22,,,,Association for Computing Machinery,"New York, NY, USA","Intelligent edge orchestration has become a vital component within next generation communication networks, such as 5G. They offer optimal resource allocation and service distribution, hence allow for full utilization of the opportunities provided by those networks. Orchestrators make use of Machine Learning (ML) techniques to determine the most optimal operational decisions, such as deployment and scaling of services, ensuring the quality of the service performance. The training and validation of these models require significant amount of data. However, in such environments we deal with heterogeneous and distributed data sources, in which the data needs to be collected and pre-processed efficiently, and as such, made ready-to-use for these ML models. Hence, in this paper several state-of-the-art data management technologies suitable for edge computing and orchestration are investigated and compared. After investigating the theoretical features of these technologies, they are deployed and tested on the Smart Highway testbed. The strengths and shortcomings of these systems are presented and compared based on the Quality of Service (QoS) requirements for various vehicular services dealing with highly mobile users, i.e., vehicles, which are considered as quite stringent. This hybrid platform, combining several data management technologies, will be used to assist and enrich the research on smart edge orchestration at IDLab and serve as a reference for other interested parties.",,,,,,,,,,,,,,,,,,,,,,,,,,Edge Computing; ActiveMQ; Data Management; Edge Orchestration; Kafka; Pulsar; V2X; Zenoh,0.0,EC3,1857
10.1145/3524616,0,0,0,0,0,403,"Kundan, Shivam; Marinakis, Theodoros; Anagnostopoulos, Iraklis; Kagaris, Dimitri",A Pressure-Aware Policy for Contention Minimization on Multicore Systems,ACM Trans. Archit. Code Optim.,,1544-3566,https://doi.org/10.1145/3524616,2022-05,,,,,,,"Modern Chip Multiprocessors (CMPs) are integrating an increasing amount of cores to address the continually growing demand for high-application performance. The cores of a CMP share several components of the memory hierarchy, such as Last-Level Cache (LLC) and main memory. This allows for considerable gains in multithreaded applications while also helping to maintain architectural simplicity. However, sharing resources can also result in performance bottleneck due to contention among concurrently executing applications. In this work, we formulate a fine-grained application characterization methodology that leverages Performance Monitoring Counters (PMCs) and Cache Monitoring Technology (CMT) in Intel processors. We utilize this characterization methodology to develop two contention-aware scheduling policies, one static and one dynamic, that co-schedule applications based on their resource-interference profiles. Our approach focuses on minimizing contention on both the main-memory bandwidth and the LLC by monitoring the pressure that each application inflicts on these resources. We achieve performance benefits for diverse workloads, outperforming Linux and three state-of-the-art contention-aware schedulers in terms of system throughput and fairness for both single and multithreaded workloads. Compared with Linux, our policy achieves up to 16% greater throughput for single-threaded and up to 40% greater throughput for multithreaded applications. Additionally, the policies increase fairness by up to 65% for single-threaded and up to 130% for multithreaded ones.",,,,,,,,,,,,,,,,,,,,,,,,,,Chip multiprocessors; contention-aware scheduling; fairness; Linux; pressure minimization; throughput,0.0,EC3,2731
10.1145/3524844.3528052,0,0,0,0,0,164,"Gheibi, Omid; Weyns, Danny",Lifelong self-adaptation: self-adaptation meets lifelong machine learning,Proceedings of the 17th Symposium on Software Engineering for Adaptive and Self-Managing Systems,978-1-4503-9305-8,,https://doi.org/10.1145/3524844.3528052,2022,SEAMS '22,,,,Association for Computing Machinery,"New York, NY, USA","In the past years, machine learning (ML) has become a popular approach to support self-adaptation. While ML techniques enable dealing with several problems in self-adaptation, such as scalable decision-making, they are also subject to inherent challenges. In this paper, we focus on one such challenge that is particularly important for self-adaptation: ML techniques are designed to deal with a set of predefined tasks associated with an operational domain; they have problems to deal with new emerging tasks, such as concept shift in input data that is used for learning. To tackle this challenge, we present lifelong self-adaptation: a novel approach to self-adaptation that enhances self-adaptive systems that use ML techniques with a lifelong ML layer. The lifelong ML layer tracks the running system and its environment, associates this knowledge with the current tasks, identifies new tasks based on differentiations, and updates the learning models of the self-adaptive system accordingly. We present a reusable architecture for lifelong self-adaptation and apply it to the case of concept drift caused by unforeseen changes of the input data of a learning model that is used for decision-making in self-adaptation. We validate lifelong self-adaptation for two types of concept drift using two cases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022
10.1145/3524844.3528057,0,0,0,0,0,200,"Dobaj, Jürgen; Riel, Andreas; Krug, Thomas; Seidl, Matthias; Macher, Georg; Egretzberger, Markus",Towards digital twin-enabled DevOps for CPS providing architecture-based service adaptation &amp; verification at runtime,Proceedings of the 17th Symposium on Software Engineering for Adaptive and Self-Managing Systems,978-1-4503-9305-8,,https://doi.org/10.1145/3524844.3528057,2022,SEAMS '22,,,,Association for Computing Machinery,"New York, NY, USA","Background: Industrial Product-Service Systems (IPSS) denote a service-oriented way of providing access to cyber-physical systems' (CPS) capabilities. The design of such systems bears high risk due to uncertainty in requirements related to service function and behavior, operation environments, and evolving customer needs. Such risks and uncertainties are well known in the IT sector, where DevOps principles ensure continuous system improvement through reliable and frequent delivery processes. A modular and service-oriented system architecture complements these processes to facilitate IT system adaptation and evolution.Objective: This work proposes a method to use and extend the Digital Twins (DTs) of IPSS assets for enabling the continuous optimization of CPS service delivery and the latter's adaptation to changing needs and environments. This reduces uncertainty during design and operations by assuring IPSS integrity and availability, especially for design and service adaptations at CPS runtime.Methodology: The method builds on transferring IT DevOps principles to DT-enabled CPS IPSS. The chosen design approach integrates, reuses, and aligns the DT processing and communication resources with DevOps requirements derived from literature.Results: We use these requirements to propose a DT-enabled self-adaptive CPS model, which guides the realization of DT-enabled DevOps in CPS IPSS. We further propose detailed design models for operation-critical DTs that integrate CPS closed-loop control and architecture-based CPS adaptation. This integrated approach enables the implementation of A/B testing as a use case and central concept to enable CPS IPSS service adaptation and reconfiguration.Conclusion: The self-adaptive CPS model and DT design concept have been validated in an evaluation environment for operation-critical CPS IPSS. The demonstrator achieved sub-millisecond cycle times during service A/B testing at runtime without causing CPS operation interferences and downtime.",,,,,,,,,,,,,,,,,,,,,,,,,,self-adaptation; DevOps; CPS; digital twin; deployment; IPSS,,,1137
10.1145/3526060.3535461,0,0,0,0,0,282,"Ossen, Sabra; Brasilino, Lucas R. B.; Dalessandro, Luke; Swany, Martin",Enabling Stateful Functions for Stream Processing in the Programmable Data Plane,Proceedings of the 2nd Workshop on High Performance Serverless Computing,978-1-4503-9311-9,,https://doi.org/10.1145/3526060.3535461,2022,HiPS '22,,,,Association for Computing Machinery,"New York, NY, USA","Sensor-rich environments are crucial components of the Internet of Things ecosystem and benefit from real-time applications. Many applications perform real-time analytics on these IoT workloads by performing continuous stream processing for a window of sequence data elements. However, executing light-weight stateful functions on server CPUs adds to the communication latency of each small message in a high data rate environment, primarily due to messages traveling through a complex network stack to reach the CPU. Thus, we present an in-network function deployment architecture with low latency and low resource footprint by introducing a new compute layer. We propose an FPGA-based Switch/NIC prototype with a compute layer utilizing RISC-V soft cores and High-Level Synthesis modules. We evaluate the design for two microbenchmarks on a Zynq 7000 FPGA each, achieving less than 10 μs in latency and consuming less than 6 % of resources.",,,,,,,,,,,,,,,,,,,,,,,,,,stream processing; programmable networks; fpga; in-network computing; risc-v soft core; stateful faas,0.0,EC3,2740
10.1145/3527312,0,0,0,0,0,421,"Wang, Chengpeng; Yao, Peisen; Tang, Wensheng; Shi, Qingkai; Zhang, Charles",Complexity-guided container replacement synthesis,Proc. ACM Program. Lang.,,,https://doi.org/10.1145/3527312,2022-04,,,,,,,"Containers, such as lists and maps, are fundamental data structures in modern programming languages. However, improper choice of container types may lead to significant performance issues. This paper presents Cres, an approach that automatically synthesizes container replacements to improve runtime performance. The synthesis algorithm works with static analysis techniques to identify how containers are utilized in the program, and attempts to select a method with lower time complexity for each container method call. Our approach can preserve program behavior and seize the opportunity of reducing execution time effectively for general inputs. We implement Cres and evaluate it on 12 real-world Java projects. It is shown that Cres synthesizes container replacements for the projects with 384.2 KLoC in 14 minutes and discovers six categories of container replacements, which can achieve an average performance improvement of 8.1%.",,,,,,,,,,,,,,,,,,,,,,,,,,data structure specification; program optimization; program synthesis,,,817
10.1145/3528535.3565242,1,1,1,1,1,34,"Zandberg, Koen; Baccelli, Emmanuel; Yuan, Shenghao; Besson, Frédéric; Talpin, Jean-Pierre",Femto-containers: lightweight virtualization and fault isolation for small software functions on low-power IoT microcontrollers,Proceedings of the 23rd ACM/IFIP International Middleware Conference,978-1-4503-9340-9,,https://doi.org/10.1145/3528535.3565242,2022,Middleware '22,,,,Association for Computing Machinery,"New York, NY, USA","Low-power operating system runtimes used on IoT microcontrollers typically provide rudimentary APIs, basic connectivity and, sometimes, a (secure) firmware update mechanism. In contrast, on less constrained hardware, networked software has entered the age of serverless, microservices and agility. With a view to bridge this gap, in the paper we design Femto-Containers, a new middleware runtime which can be embedded on heterogeneous low-power IoT devices. Femto-Containers enable the secure deployment, execution and isolation of small virtual software functions on low-power IoT devices, over the network. We implement Femto-Containers, and provide integration in RIOT, a popular open source IoT operating system. We then evaluate the performance of our implementation, which was formally verified for fault-isolation, guaranteeing that RIOT is shielded from logic loaded and executed in a Femto-Container. Our experiments on various popular micro-controller architectures (Arm Cortex-M, ESP32 and RISC-V) show that Femto-Containers offer an attractive trade-off in terms of memory footprint overhead, energy consumption, and security.",,,,,,,,,,,,,,,,,,,,,,,,,,security; IoT; middleware; container; function-as-a-service; low-power; microcontroller; virtual machine,0.0,IC4,130
10.1145/3530692,0,0,0,0,0,410,"Murturi, Ilir; Dustdar, Schahram",DECENT: A Decentralized Configurator for Controlling Elasticity in Dynamic Edge Networks,ACM Trans. Internet Technol.,,1533-5399,https://doi.org/10.1145/3530692,2022-08,,,,,,,"Recent advancements in distributed systems have enabled deploying low-latency and highly resilient edge applications close to the IoT domain at the edge of the network. The broad range of edge application requirements combined with heterogeneous, resource-constrained, and dynamic edge networks make it particularly challenging to configure and deploy them. Besides that, missing elastic capabilities on the edge makes it difficult to operate such applications under dynamic workloads. To this end, this article proposes a lightweight, self-adaptive, and decentralized mechanism (DECENT) for (1) deploying edge applications on edge resources and on premises of Edge-Cloud infrastructure and (2) controlling elasticity requirements. DECENT enables developers to characterize their edge applications by specifying elasticity requirements, which are automatically captured, interpreted, and enforced by our decentralized elasticity interpreters. In response to dynamic workloads, edge applications automatically adapt in compliance with their elasticity requirements. We discuss the architecture, processes of the approach, and the experiment conducted on a real-world testbed to validate its feasibility on low-powered edge devices. Furthermore, we show performance and adaptation aspects through an edge safety application and its evolution in elasticity space (i.e., cost, resource, and quality).",,,,,,,,,,,,,,,,,,,,,,,,,,edge computing; Internet of Things (IoT); Elasticity; edge-cloud,0.0,EC3,2699
10.1145/3533378,0,0,0,0,0,364,"Paleyes, Andrei; Urma, Raoul-Gabriel; Lawrence, Neil D.",Challenges in Deploying Machine Learning: A Survey of Case Studies,ACM Comput. Surv.,,0360-0300,https://doi.org/10.1145/3533378,2022-12,,,,,,,"In recent years, machine learning has transitioned from a field of academic research interest to a field capable of solving real-world business problems. However, the deployment of machine learning models in production systems can present a number of issues and concerns. This survey reviews published reports of deploying machine learning solutions in a variety of use cases, industries, and applications and extracts practical considerations corresponding to stages of the machine learning deployment workflow. By mapping found challenges to the steps of the machine learning deployment workflow, we show that practitioners face issues at each stage of the deployment process. The goal of this article is to lay out a research agenda to explore approaches addressing these challenges.",,,,,,,,,,,,,,,,,,,,,,,,,,Machine learning applications; sofware deployment,,,449
10.1145/3538637.3538865,0,0,0,0,0,123,"Neupane, Bijay; Siksnys, Laurynas; Pedersen, Torben Bach; Hagensby, Rikke; Aftab, Muhammad; Eck, Bradley; Fusco, Francesco; Gormally, Robert; Purcell, Mark; Tirupathi, Seshu; Cerne, Gregor; Brus, Saso; Papageorgiou, Ioannis; Meindl, Gerhard; Roduit, Pierre","GOFLEX: extracting, aggregating and trading flexibility based on FlexOffers for 500+ prosumers in 3 European cities [operational systems paper]",Proceedings of the Thirteenth ACM International Conference on Future Energy Systems,978-1-4503-9397-3,,https://doi.org/10.1145/3538637.3538865,2022,e-Energy '22,,,,Association for Computing Machinery,"New York, NY, USA","A demand response scheme that uses direct device control to actively exploit prosumer flexibility has been identified as a key remedy to meet the challenge of increased renewable energy sources integration. Although a number of direct control-based demand response solutions exist and have been successfully deployed and demonstrated in the real world, they are typically designed for, and are effective only at small scale and/or target specific types of loads, leading to relatively high cost-of-entry. This prohibits deploying scalable solutions.The H2020 GOFLEX project has addressed this issue and developed a scalable, general, and replicable so-called GOFLEX system, which offers a market-driven approach to solve congestion problems in distribution grids based on aggregated individual flexibilities from a wide range of prosumers, both small (incl. electric vehicles, heat-pumps, boilers, freezers, fridges) and large (incl. factories, water pumping stations, etc.). By encompassing individual prosumers, aggregators, distribution system operators, and energy multi-utilities and retailers. It is a system of systems, where all flexibilities in electricity demand, production, and storage are extracted, (dis)aggregated, optimized, and traded using the powerful and standardized FlexOffer format, yielding a general and replicable solution with low cost-of-entry. The system has been successfully deployed in Switzerland, Germany, and Cyprus where it has controlled loads of 500+ prosumers, with a total of 800MWh flexibility offered on the market, offering up to 64% of adaptability in peak demand. In this paper, we present the overall architecture of the GOFLEX system, its sub-systems, and the interaction between these sub-systems. We then discuss the configurations, observations, and key results of using the GOFLEX system both in the aforementioned 3 demo sites - within the GOFLEX project and after the project.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,625
10.1145/3542929.3563473,0,0,0,0,0,173,"Gain, Gaulthier; Soldani, Cyril; Huici, Felipe; Mathy, Laurent",Want more unikernels? inflate them!,Proceedings of the 13th Symposium on Cloud Computing,978-1-4503-9414-7,,https://doi.org/10.1145/3542929.3563473,2022,SoCC '22,,,,Association for Computing Machinery,"New York, NY, USA","Unikernels are on the rise in the cloud. These lightweight virtual machines (VMs) specialized to a single application offer the same level of isolation as full-blown VMs, while providing performance superior to standard Linux-based VMs or even to containers. However, their inherent specialization renders memory deduplication ineffective, causing unikernels, in practice, to consume more memory than their small memory footprint would suggest. This makes them less advantageous when thousands of SaaS and/or FaaS unikernels instances have to run on the same server.In this paper we introduce a novel approach to build the next generation of networked services and lambda functions by improving unikernel's memory layout so that it is more likely to share identical pages with other unikernels deployed on the system. Our approach supports SaaS and FaaS architectures and can be used with ASLR. Our experiments show that our approach can reduce the amount of physical memory used by a set of unikernels running on the same server by as much as 3x, with next to no overhead on applications performance.",,,,,,,,,,,,,,,,,,,,,,,,,,virtualization; virtual machine; alignment; deduplication; hypervisor; memory; operating systems; unikernels,,,186
10.1145/3543507.3583437,0,0,0,0,0,197,"Savasci, Mehmet; Ali-Eldin, Ahmed; Eker, Johan; Robertsson, Anders; Shenoy, Prashant",DDPC: Automated Data-Driven Power-Performance Controller Design on-the-fly for Latency-sensitive Web Services,Proceedings of the ACM Web Conference 2023,978-1-4503-9416-1,,https://doi.org/10.1145/3543507.3583437,2023,WWW '23,,,,Association for Computing Machinery,"New York, NY, USA","Traditional power reduction techniques such as DVFS or RAPL are challenging to use with web services because they significantly affect the services’ latency and throughput. Previous work suggested the use of controllers based on control theory or machine learning to reduce performance degradation under constrained power. However, generating these controllers is challenging as every web service applications running in a data center requires a power-performance model and a fine-tuned controller. In this paper, we present DDPC, a system for autonomic data-driven controller generation for power-latency management. DDPC automates the process of designing and deploying controllers for dynamic power allocation to manage the power-performance trade-offs for latency-sensitive web applications such as a social network. For each application, DDPC uses system identification techniques to learn an adaptive power-performance model that captures the application’s power-latency trade-offs which is then used to generate and deploy a Proportional-Integral (PI) power controller with gain-scheduling to dynamically manage the power allocation to the server running application using RAPL. We evaluate DDPC with two realistic latency-sensitive web applications under varying load scenarios. Our results show that DDPC is capable of autonomically generating and deploying controllers within a few minutes reducing the active power allocation of a web-server by more than 50% compared to state-of-the-art techniques while maintaining the latency well below the target of the application.",,,,,,,,,,,,,,,,,,,,,,,,,,datacenter; power-management; Web service performance,0.0,EC3,2041
10.1145/3545008.3545094,0,0,0,0,0,120,"Stewart, Christopher; Morris, Nathaniel; Chen, Lydia; Birke, Robert",Performance Modeling for Short-Term Cache Allocation,Proceedings of the 51st International Conference on Parallel Processing,978-1-4503-9733-9,,https://doi.org/10.1145/3545008.3545094,2023,ICPP '22,,,,Association for Computing Machinery,"New York, NY, USA","Short-term cache allocation grants and then revokes access to processor cache lines dynamically. For online services, short-term allocation can speed up targeted query executions and free up cache lines reserved, but normally not needed, for performance. However, in collocated settings, short-term allocation can increase cache contention, slowing down collocated query executions. To offset slowdowns, collocated services may request short-term allocation more often, making the problem worse. Short-term allocation policies manage which queries receive cache allocations and when. In collocated settings, these policies should balance targeted query speedups against slowdowns caused by recurring cache contention. We present a model-driven approach that (1) predicts response time under a given policy, (2) explores competing policies and (3) chooses policies that yield low response time for all collocated services. Our approach profiles cache usage offline, characterizes the effects of cache allocation policies using deep learning techniques and devises novel performance models for short-term allocation with online services. We tested our approach using data processing, cloud, and high-performance computing benchmarks collocated on Intel processors equipped with Cache Allocation Technology. Our models predicted median response time with 11% absolute percent error. Short-term allocation policies found using our approach out performed state-of-the-art shared cache allocation policies by 1.2–2.3X.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,754
10.1145/3550355.3552405,0,0,0,0,0,297,"Li, Jia; Nejati, Shiva; Sabetzadeh, Mehrdad; McCallen, Michael",A domain-specific language for simulation-based testing of IoT edge-to-cloud solutions,Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems,978-1-4503-9466-6,,https://doi.org/10.1145/3550355.3552405,2022,MODELS '22,,,,Association for Computing Machinery,"New York, NY, USA","The Internet of things (IoT) is increasingly prevalent in domains such as emergency response, smart cities and autonomous vehicles. Simulation plays a key role in the testing of IoT systems, noting that field testing of a complete IoT product may be infeasible or prohibitively expensive. In this paper, we propose a domain-specific language (DSL) for generating edge-to-cloud simulators. An edge-to-cloud simulator executes the functionality of a large array of edge devices that communicate with cloud applications. Our DSL, named IoTECS, is the result of a collaborative project with an IoT analytics company, Cheetah Networks. The industrial use case that motivates IoTECS is ensuring the scalability of cloud applications by putting them under extreme loads from IoT devices connected to the edge. We implement IoTECS using Xtext and empirically evaluate its usefulness. We further reflect on the lessons learned.",,,,,,,,,,,,,,,,,,,,,,,,,,IoT; simulation; domain-specific languages; stress testing; xtext,,,244
10.1145/3552326.3587459,0,0,0,0,0,231,"Park, Misun; Bhardwaj, Ketan; Gavrilovska, Ada",Pocket: ML Serving from the Edge,Proceedings of the Eighteenth European Conference on Computer Systems,978-1-4503-9487-1,,https://doi.org/10.1145/3552326.3587459,2023,EuroSys '23,,,,Association for Computing Machinery,"New York, NY, USA","One of the major challenges in serving ML applications is the resource pressure introduced by the underlying ML frameworks. This becomes a bigger problem at resource-constrained, multi-tenant edge server locations, where it is necessary to scale to a larger number of clients with a fixed resource envelope. Naive approaches which simply minimize the resource budget allocation of each application result in performance degradation that voids the benefits expected from operating at the edge.This paper presents Pocket - a new approach for serving ML applications in settings like the edge, based on a shared ML runtime backend as a service and lightweight ML application pocket containers. Key to realizing Pocket is use of lightweight IPC, support for cross-client isolation, and a novel resource amplification method which inlines resource reallocation with IPC. The latter ensures just-in-time assignment of the limited edge resources where they're most needed, thereby reducing contention effects and boosting overall performance and efficiency. Experimental evaluations demonstrate that Pocket can scale to 1.3–20× more clients with the same amount of resources while reducing response time by 20–80% compared to monolithic designs.",,,,,,,,,,,,,,,,,,,,,,,,,,resource management; containers; edge computing; isolation; IPC; ML serving; runtime-as-a-service; visual analytics,0.0,EC3,3146
10.1145/3558819.3558839,0,0,0,0,0,92,"Ma, Xin; Zhang, Shengchun; Xu, Lina; Liu, Chang; Zhao, Ergang; Ding, Yujie",Architecture Analysis of Energy Information Sharing Platform for New Power System,Proceedings of the 7th International Conference on Cyber Security and Information Engineering,978-1-4503-9741-4,,https://doi.org/10.1145/3558819.3558839,2022,ICCSIE '22,,,,Association for Computing Machinery,"New York, NY, USA","Under the trend of new power system construction and digital transformation, the power system generates a large amount of data flow. It is urgent to build an energy power system information sharing platform to promote the efficient allocation of resources and maintain the orderly operation of the power system. This paper studies an energy information sharing platform for new power systems, and designs in detail from the overall architecture, development platform architecture, access architecture, deployment architecture, and functional architecture. The platform is established based on advanced information and communication technologies such as ""Cloud Computing, Internet of Things, Mobile Internet, Big Data"" and cloud-edge collaboration. By integrating functional modules such as coordination and optimization decision-making module, continuous power supply monitoring module, and unified information model, the construction of energy information sharing platform and system integration are realized. The platform integrates ""edge technology + multi-type communication + unified platform + data fusion + business intelligence"", realizes the deep integration of digital technology and physical electrical system, realizes the intelligent interaction and precise control of source, network, load and storage under the new power system.",,,,,,,,,,,,,,,,,,,,,,,,,,Energy information sharing; New power system; Platform architecture,0.0,EC3,1822
10.1145/3563647.3563651,0,0,0,0,0,265,"Bose, Abhik; Kirtikar, Shailendra; Chirumamilla, Shivaji; Shah, Rinku; Vutukuru, Mythili",AccelUPF: accelerating the 5G user plane using programmable hardware,Proceedings of the Symposium on SDN Research,978-1-4503-9892-3,,https://doi.org/10.1145/3563647.3563651,2022,SOSR '22,,,,Association for Computing Machinery,"New York, NY, USA","The latest generation of 5G telecommunication networks are expected to provide high throughput and low latency while catering to diverse applications like mobile broadband, dense IoT, and self-driving cars. A high performance User Plane Function (UPF), the main element in the 5G user plane, is critical to achieving these performance goals. This paper presents AccelUPF, a 5G UPF that offloads functionality to programmable dataplane hardware for performance acceleration. While prior work has proposed accelerating the UPF by offloading its data forwarding functionality to programmable hardware, the Packet Forwarding Control Protocol (PFCP) messages from the control plane that configure the hardware data forwarding rules were still processed in software. We show that only offloading data forwarding and not PFCP message processing leads to suboptimal performance in the UPF for applications like IoT that have a much higher ratio of PFCP messages to data traffic, due to a bottleneck at the software control plane that configures the hardware packet forwarding rules. In contrast to prior work, AccelUPF offloads both PFCP message processing as well as data forwarding to programmable hardware. AccelUPF overcomes several technical challenges pertaining to the processing of the complex variable-sized PFCP messages within the memory and compute constraints of programmable hardware platforms. Our evaluation of AccelUPF implemented over a Netronome programmable NIC and an Intel Tofino programmable switch demonstrates performance gains over the state-of-the-art UPFs for real-world traffic scenarios.",,,,,,,,,,,,,,,,,,,,,,,,,,in-network computation; 5G core; 5G user plane; programmable networks,,,653
10.1145/3565010.3569065,1,1,1,1,1,50,"Tootaghaj, Diman Zad; Mercian, Anu; Adarsh, Vivek; Sharifian, Mehrnaz; Sharma, Puneet",SmartNICs at edge for transient compute elasticity,Proceedings of the 3rd International Workshop on Distributed Machine Learning,978-1-4503-9922-7,,https://doi.org/10.1145/3565010.3569065,2022,DistributedML '22,,,,Association for Computing Machinery,"New York, NY, USA","This paper proposes a new architecture that strategically harvests the untapped compute capacity of the SmartNICs to offload transient microservices workload spikes, thereby reducing the SLA violations while providing better performance/energy consumption. This is particularly important for ML workloads at Edge deployments with stringent SLA requirements. Usage of the untapped compute capacity is more favorable than deploying extra servers, as SmartNICs are economically and operationally more desirable. We propose Spike-Offload, a low-cost and scalable platform that leverages machine learning to predict the spikes and orchestrates seamless offloading of generic microservices workloads to the SmartNICs, eliminating the need for pre-deploying expensive host servers and their under-utilization. Our SpikeOffload evaluation shows that SLA violations can be reduced by up to 20% for specific workloads. Furthermore, we demonstrate that for specific workloads our approach can potentially reduce capital expenditure (CAPEX) by more than 40%. Also, performance per unit energy consumption can be improved by upto 2X.",,,,,,,,,,,,,,,,,,,,,,,,,,edge; serverless computing; application offload; SmartNIC,0.0,IC4,133
10.1145/3565387.3565402,0,0,0,0,0,134,"Chen, Lili; Di, Yingqi; Zhang, Lele",Implementation of Cloud-based Urban Rail Big Data Platform,Proceedings of the 6th International Conference on Computer Science and Application Engineering,978-1-4503-9600-4,,https://doi.org/10.1145/3565387.3565402,2022,CSAE '22,,,,Association for Computing Machinery,"New York, NY, USA","Facing the wave of digital transformation of urban rail, it has proposed a cloud-based big data platform construction plan following the innovative urban rail development in the paper. The cloud platform provides virtualized resources and services such as computing, storage, networking, security, and Platform-as-a-Service components for the big data platform. The big data platform works as the Data-as-a-Service layer of the cloud, which integrates multiple business application data, conducts data governance, forms data assets, and provides secure, universal, and flexible data sharing services to various advanced intelligent applications. The low-code historical data interface and real-time data service is an innovative function to meet new demands for intelligent operation. Data modeling and optimization in the face of the characteristics of the Hadoop platform are also mentioned. The solution provides data support for the application of intelligent urban rail and realizes the integration of cloud and big data platforms. Meanwhile, the data is passed from producers to consumers through data reorganization of big data platforms, which could isolate the influence of data errors and model changes.",,,,,,,,,,,,,,,,,,,,,,,,,,Big Data; Cloud Platform; DaaS; Real-time Service; Urban Rail Transit,,,416
