Decision,Sum,round_1_result (eoan),round_1_notes,round_2_result (ai),round_2_notes,round_3_result (ai),round_3_notes,round_2_full_output,round_3_full_output,record_id,DOI,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,exported_notes_1,asreview_ranking,asreview_prior
Included,2,0,EC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,138,10.1109/SDS64317.2024.10883885,U. Vora,Architecting a SDS for Microservices-based Distributed Edge Computing Systems,2024 11th International Conference on Software Defined Systems (SDS),,,,18-Feb-25,,,,,IEEE,,"Software Defined Systems (SDS) abstract the actual hardware at different layers with software components, layers such as Networking, Storage, Security, Servers, Data Centers, Clouds etc. This abstraction facilitates construction, integration / composition and management of complex systems effectively and sustainably. Microservices architecture is increasingly being used for designing and deploying large-scale application systems in both cloud-based and enterprise infrastructures where relatively small, loosely coupled microservices communicate with each other using lightweight communication protocols and abstract complex software application(s). We propose a sustainable SDS architecture to manage microservices of a distributed edge computing system which reduces dependency on any data centre / cloud infrastructure.",979-8-3315-1832-5,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10883885,Microservices;Edge computing;Software Defined System;Sustainability,,,,14,IEEE,,,,,,,,,,,,,,,,,Cloud computing;Data centers;Microservice architectures;Computer architecture;Software;Software measurement;Servers;Transient analysis;Complex systems;Edge computing,IC4,140,0
Included,2,0,EC5,1,IC6,1,IC6,INCLUDE - IC6,INCLUDE - IC6,1,10.1002/spe.3217,Wu J.; Zhang J.; Zhang Y.; Wen Y.,Constraint-aware and multi-objective optimization for micro-service composition in mobile edge computing,,,,,,,,,,,,"As a new paradigm of distributed computing, mobile edge computing (MEC) has gained increasing attention due to its ability to expand the capabilities of centralized cloud computing. In MEC environments, a software application typically consists of multiple micro-services, which can be composed together in a flexible manner to achieve various user requests. However, the composition of micro-services in MEC is still a challenging research issue arising from three aspects. Firstly, composite micro-services constructed by ignoring the processing capabilities of different micro-services may cause waste of edge resources. Secondly, edge servers' limitations in terms of computational power can easily cause service occupancy between composite micro-services, severely affecting the user experience. Thirdly, in dynamic and unstable mobile environments, different edge users have different sensitivities to request latency, which increases the complexity of micro-service composition. In order to improve edge resource utilization and user experience on micro-service invocations, in this paper, we comprehensively consider the above three factors, and we first model the micro-services composition problem in MEC as a constrained multi-objective optimization problem. Then, a micro-service composition optimization method M3C combining graph search and branch-and-bound strategy is proposed to find a composition solution set with low energy consumption and high success rate for multiple edge users. Finally, we perform a series of experiments on two widely used datasets. Experimental results show that our proposed approach significantly outperforms the four competing baseline approaches, and that it is sufficiently efficient for practical deployment. © 2023 John Wiley & Sons Ltd.",,,,micro-service composition; micro-services; mobile edge computing; multi-objective optimization,,,,,,,,"Wu, Jintao (57188570943); Zhang, Jingyi (57215070911); Zhang, Yiwen (38863602600); Wen, Yiping (24451504400)",57188570943; 57215070911; 38863602600; 24451504400,2024,Software - Practice and Experience,,1596,1620,24,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159077377&doi=10.1002%2fspe.3217&partnerID=40&md5=e55bd825337409e2597a6046f99a32d2,Final,,Scopus,2-s2.0-85159077377,Application programs; Branch and bound method; Constrained optimization; Energy utilization; Mobile edge computing; Quality of service; Centralised; Cloud-computing; Computing environments; Edge resources; Micro services; Micro-service composition; Multi-objectives optimization; Services composition; Users' experiences; Multiobjective optimization,IC4,142,0
Included,2,0,EC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,54,10.1109/ACCESS.2024.3489892,S. D. Meglio; L. Libero Lucio Starace,Evaluating Performance and Resource Consumption of REST Frameworks and Execution Environments: Insights and Guidelines for Developers and Companies,IEEE Access,,2169-3536,,01-Nov-24,,,,,IEEE,,"The REST (REpresentational State Transfer) paradigm has become essential for designing distributed applications that leverage the HTTP protocol, enabling efficient data exchange and the development of scalable architectures such as microservices. However, selecting an appropriate framework among the myriad available options, especially given the diversity of emerging execution environments, presents a significant challenge. Often, this decision neglects crucial factors such as performance and energy efficiency, favoring instead developer familiarity and popularity within the industry. To address this, we conducted a comprehensive benchmark study using a prototype REST API application provided by an industry partner, which was implemented multiple times using different REST API frameworks. We evaluated five different REST API frameworks across three popular programming languages, incorporating both traditional and emerging execution environments, resulting in twelve distinct configurations. Our results reveal significant differences in performance and computational resource consumption across different frameworks and execution environments, highlighting the necessity of making informed technology choices based on thorough analysis rather than convenience or familiarity. In addition to our findings, we offer other contributions to the field: an automated pipeline that benchmarks different configurations with various frameworks and execution environments, and a reference benchmark REST API that can be used in other studies. This research provides valuable insights and tools for developers and organizations aiming to select high-performance, resource-efficient technologies that promote environmental sustainability and reduce operational costs.",,Piano Nazionale di Ripresa e Resilienza Ministero dell’Università e della Ricerca(grant numbers:PE0000013-FAIR);,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10741246,Execution environments;green computing;performance benchmark;performance testing;REST API;REST API frameworks;sustainable computing;web applications,,,,64,CCBY,,,,,,,,,,,,,,,,,Java;Benchmark testing;Python;Energy consumption;Energy efficiency;Sports;Software development management;Prototypes;Costs;Codes;Green computing;Green computing;Web services,IC4,143,0
Included,2,0,EC4,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,102,10.1109/INFOCOMWKSHPS61880.2024.10620732,J. Gómez-DelaHiz; A. Fakhreddine; J. M. Murillo; J. Galán-Jiménez,Joint Optimization of Throughput and Energy Consumption in Microservices-Based UAV Networks,IEEE INFOCOM 2024 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,2833-0587,,13-Aug-24,,,,,IEEE,,"The application of Unmanned Aerial Vehicle (UAV) networks to the coverage problem in rural and low-income areas is actively studied nowadays by the research community. A UAV-based network infrastructure is different from traditional cellular networks relying on Base Stations. By mounting small cells on top of UAVs, coverage can be enhanced in regions where network operators avoid to invest due to the low Return on Investment. In case there is a requirement for an enhanced throughput in a rural area (e.g., users requesting IoT applications with strict QoS requriements), a potential solution is to place several UAV s over the same area, thus maximizing the offered throughput. However, this situation would lead to an increase in the energy consumption. To tackle this problem, this paper proposes an optimal solution to the problem of jointly maximizing the offered throughput in rural scenarios where users request microservice-based IoT applications, while minimizing the energy consumption of the swarm of UAV s. A Mixed Integer Linear Programming (MILP)-based formulation is defined and evaluated over realistic scenarios. Experimental results demonstrate how the solution is able to perform UAV placement in a way to maximize the offered throughput in the highest number of areas, while minimizing the total number of deployed UAVs.",979-8-3503-8447-5,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10620732,UAV;Throughput;Optimization;MILP;Rural areas,,,,29,IEEE,,,,,,,,,,,,,,,,,Energy consumption;Costs;Microservice architectures;Quality of service;Throughput;Autonomous aerial vehicles;Mixed integer linear programming,IC4,145,0
Included,2,0,EC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,126,10.1109/LATINCOM.2017.8240185,C. L. Chamas; D. Cordeiro; M. M. Eler,"Comparing REST, SOAP, Socket and gRPC in computation offloading of mobile applications: An energy cost analysis",2017 IEEE 9th Latin-American Conference on Communications (LATINCOM),,,,28-Dec-17,,,,,IEEE,,"There has been a high concern regarding the energy saving on mobile devices recently, for mobile devices have been performing increasingly complex tasks over time. The computation offloading is one of the most popular techniques used by developers as an effective way of saving energy on mobile devices, which consists on executing complex tasks in external servers with different purposes including save energy. Deciding towards offloading certain tasks requires to understand the influence of the amount of data, amount of computation, and the network profile. Several studies have investigated the influence of different wireless flavours, such as 3G, 4G and wifi, but no study has investigated the influence of the communication choices on the energy cost. Therefore, in this paper, we present an experiment we conducted to evaluate the energy consumption of different communication protocols and architectural styles, namely REST, SOAP, Socket and gRPC, when executing algorithms of different complexities and different input sizes and types. Results show that local execution is more economic with less complex algorithms and small input data. When it comes to remote execution, REST is the most economic choice followed by Socket. Moreover, our data show that computation offloading can save up to 10 time as much energy when compared to local execution for some executions configurations.",978-1-5386-2098-4,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8240185,,,5,,19,IEEE,,,,,,,,,,,,,,,,,Batteries;Energy consumption;Sorting;Mobile handsets;Sockets;Servers,EC3 but might be interesting,146,0
Included,2,0,EC4,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,194,10.23919/WMNC56391.2022.9954292,J. Galán-Jiménez; A. G. Vegas; J. Berrocal,Energy-efficient deployment of IoT applications in remote rural areas using UAV networks,2022 14th IFIP Wireless and Mobile Networking Conference (WMNC),,2473-3644,,25-Nov-22,,,,,IEEE,,"The Internet penetration rates are increasing every year, reaching more than 80% in developed countries. However, there are at least two billion people living in rural and low-income areas experiencing a complete lack of Internet connectivity, which prevents the deployment of key services such as remote health-care, emergency services, remote learning, or personal communications. In order to bring services closer to people living in rural areas, this paper exploits the capabilities of Unmanned Aerial Vehicles (UAVs) to propose an UAV-based network architecture and an energy-efficient algorithm to deploy IoT applications that can improve the quality of life of rural population. In particular, IoT applications are decomposed into microservices, which are deployed into a subset of UAVs to overcome the limitations of running the whole IoT application at a single UAV, which could result in worse outcomes due to their battery and computation limitations. Simulation results over a realistic scenario show the effectiveness of the proposed solution, evaluating the percentage of IoT requests that are served to users in the area under evaluation and reducing the energy consumption required by UAVs when handling such requests.",978-3-903176-52-2,European Regional Development Fund;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9954292,Energy efficiency;UAV;IoT;microservices;digital divide,,9,,8,,,,,,,,,,,,,,,,,,Wireless communication;Energy consumption;Simulation;Sociology;Microservice architectures;Network architecture;Autonomous aerial vehicles,IC4,155,0
Included,2,0,EC4,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,2,10.1007/978-3-030-26633-2_5,Stan O.; Zayani M.-H.; Sirdey R.; Ben Hamida A.; Mziou-Sallami M.; Ferreira Leite A.,A SaaS implementation of a new generic crypto-classifier service for secure energy efficiency in smart cities,,,,,,,,,,,,"More and more, accessing data remotely in a secure manner appears like the backbone for providing new advanced and customized functionalities. The proliferation of social media and domotics urges a new kind of ubiquity where different kinds of features are deployed everywhere atop of the everyday life small devices and even embedded in our surroundings. While we measure the opportunities offered by such advancements in improving people lifestyles and obtaining immediate and useful services, it is necessary to consider the real impact on our privacy. Recently, a newly adopted European standard, the General Data Protection Regulation aims at codifying the rules of personal data use. We strongly believe in the necessity for a Smart City of adopting such privacy regulation while benefiting at the same time from new services, in a generic and easy way. In that sense, we build an approach that is at the frontier of the cryptoscience domain for a better privacy and the Micro Service-Oriented Architectures for an increased use by tiers. Indeed, our service is accessible in a Software-as-a-Service (SaaS) manner and uses encryption to ensure data privacy. The particularity of our system lies in the fact that the server performs a classification algorithm without any information about the sensitive data and without the capability to decrypt it. The underlying cryptographic technology used is homomorphic encryption, allowing to perform calculations directly on encrypted data. Our service is generic by design and could be applied over several metrics. We adopt an energy efficiency use case and propose a service for buildings energy diagnosis and classification towards renovations and/or reductions of the electric consumption. We showcase our prototype of crypto-classification service by involving different actors of a Smart City community. Finally, we assess our proposal thanks to a set of real data collected from an Irish residential district. Our SaaS crypto-classifier achieves acceptable performances in terms of security, execution times and memory requirements. © Springer Nature Switzerland AG 2019.",,,,Data privacy; Homomorphic encryption; Secure classification; Smart city,,,,,,,,"Stan, Oana (55554682500); Zayani, Mohamed-Haykel (55322962000); Sirdey, Renaud (16480839400); Ben Hamida, Amira (15755215300); Mziou-Sallami, Mallek (57203505421); Ferreira Leite, Alessandro (57210433002)",55554682500; 55322962000; 16480839400; 15755215300; 57203505421; 57210433002,2019,Communications in Computer and Information Science,,90,115,25,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070725063&doi=10.1007%2f978-3-030-26633-2_5&partnerID=40&md5=e927b4fd36b928c2501d5226b71653e6,Final,,Scopus,2-s2.0-85070725063,Classification (of information); Computer aided diagnosis; Cryptography; Data privacy; Energy efficiency; Green computing; Information services; Intelligent systems; Intelligent vehicle highway systems; Service oriented architecture (SOA); Smart city; Traffic control; Acceptable performance; Classification algorithm; Electric consumption; European Standards; General data protection regulations; Ho-momorphic encryptions; Memory requirements; Residential districts; Software as a service (SaaS),EC3,164,0
Included,2,0,EC4,1,IC6,1,IC6,INCLUDE - IC6,INCLUDE - IC6,9,10.1007/978-3-031-44836-2_3,"Nam, T. B.; Khiem, H. G.; Triet, M. N.; Hong, K. V.; Khoa, T. D.; Bao, Q. T.; Phuc, N. T.; Hieu, M. D.; Loc, V. C. P.; Quy, T. L.; Anh, N. T.; Hien, Q. N.; Bang, L. K.; Trong, D. P. N.; Ngan, N. T. K.; Son, H.; Luong, H. H.",SPaMeR: Securing Patient Medical Records in&nbsp;the&nbsp;Cloud - A Microservice and&nbsp;Brokerless Architecture Approach,"Web Services – ICWS 2023: 30th International Conference, Held as Part of the Services Conference Federation, SCF 2023, Honolulu, HI, USA, September 23–26, 2023, Proceedings",978-3-031-44835-5,,https://doi.org/10.1007/978-3-031-44836-2_3,2023,,,,,Springer-Verlag,"Berlin, Heidelberg","The expansion of Internet of Things (IoT) technologies has revolutionized various sectors, one of the most critical being healthcare. The effective management of Patient Medical Records (PMRs) is an area where IoT plays a significant role, and its integration with Cloud Computing offers an enormous opportunity to enhance data accessibility, efficiency, and cost-effectiveness. However, the challenge of securing PMRs in the cloud remains a key concern. This paper introduces SPaMeR, an innovative IoT platform based on microservice and brokerless architecture, tailored to address this challenge and the specific requirements of healthcare environments. SPaMeR platform incorporates and extends the core functionalities of the IoT platform designed in our previous work - data collection, device and user management, and remote device control - while specifically addressing six critical issues for healthcare data: a) secure and reliable transmission of medical data, b) energy efficiency for healthcare devices, c) high-speed and accurate data collection from medical devices, d) robust security mechanisms to protect sensitive patient information, e) scalability to accommodate the ever-growing number of patients and medical devices, and f) compliance with healthcare data regulations and standards. To demonstrate the effectiveness and feasibility of SPaMeR, we provide a comprehensive evaluation with two distinct healthcare scenarios. Our results indicate significant improvements in the areas of data security, energy efficiency, and system scalability compared to traditional healthcare platforms.",,,,,,,,,,,,,,,,,,,,,,,,,,microservice; micro-service; Internet of Things; Kafka; brokerless; gRPC; Medical record; RBAC; Single Sign-On,IC4,167,0
Included,2,0,EC4,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,119,10.1109/JIOT.2021.3086043,A. H. H. Ngu; J. S. Eyitayo; G. Yang; C. Campbell; Q. Z. Sheng; J. Ni,An IoT Edge Computing Framework Using Cordova Accessor Host,IEEE Internet of Things Journal,,2327-4662,,03-Jun-21,,,,,IEEE,,"The Internet of Things (IoT) is a rapidly growing system of physical sensors and connected devices, enabling advanced information gathering, interpretation, and monitoring. The realization of a versatile IoT edge computing framework will accelerate seamless integration of the cyber-world with new physical IoT devices, and will fundamentally change and empower the way humans interact with the world. While there are many cloud-based IoT computing frameworks, they cannot support the needs of IoT applications that require local processing and guarantee of consumer’s privacy. This article presents experimentation with the opensource plug-and-play IoT middleware, called Cordova Accesor Host. We demonstrated that Cordova Accessor Host supports the essential ingredients of the composition and reusability of IoT services using the accessor as the basic building block and adopting an accessor-module-plugin design pattern. The portability is demonstrated by using the same accessor for collecting sensor data from radically different IoT devices such as, wearables (e.g., smartwatches) and microcontrollers (e.g., Arduino). Our energy profiling experiments show that IoT services deployed using the Cordova Accessor Host consume around 35% less battery power than the same IoT services deployed in the native Android operating system.",,"National Science Foundation under the Research Experiences for Undergraduates site(grant numbers:CCF-1659807,CNS-1757893); Texas State University; NSF-CRI(grant numbers:1305302); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9446337,Edge computing;open service platform;service middleware and platform,,4,,29,IEEE,,,,,,,,,,,,,,,,,Internet of Things;Sensors;Cloud computing;Edge computing;Servers;Programming;Operating systems,,170,0
Included,2,0,EC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,43,10.1109/ACCESS.2022.3214229,L. C. B. C. Ferreira; A. D. R. Borchardt; G. D. S. Cardoso; D. A. Mendes Lemes; G. R. D. R. d. Sousa; F. B. Neto; E. R. de Lima; G. Fraidenraich; P. Cardieri; L. G. P. Meloni,Edge Computing and Microservices Middleware for Home Energy Management Systems,IEEE Access,,2169-3536,,13-Oct-22,,,,,IEEE,,"A middleware software can be seem as an abstraction layer between hardware and user applications, that facilitates the development and deployment of services in various scenarios, such as those found in Home Energy Management Systems (HEMS). There are several middleware proposals for HEMS, with most of them taking the cloud computing approach. This approach is unconcerned about computing resources but raises a dependency on external connections. This paper presents a middleware for energy management systems, based on the concept of edge computing for smart homes. The paper presents a reference model for the proposed architecture, considering specific requirements for this type of application. The proposed architecture employs the concept of microservices for data access and system configuration. The proposed middleware is designed to work with embedded systems under computational constraints, such as processing capability and storage, to reduce costs and allow its application closer to the user. The middleware is open and customizable to meet the developer’s needs. The proposed solution was implemented and tested in a university laboratory, as well as at the Eldorado Research Institute to confirm the effectiveness of the middleware. The proposal stands out from others found in the literature as it can be implemented using low cost hardware. In addition to using microservices concepts, the proposed middleware is a valuable option for applications that need an edge computing approach. A performance analysis was carried out, using low cost hardware with limited resources. The results show that the proposal can handle a significant number of devices, offering low latency and low error rate, and consuming few processing resources and memory.",,Companhia Paranaense de Energia (COPEL) through the Research and Development Project ANEEL PD-02866-0508/2019;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9917529,Home energy management systems;middleware;Internet of Things,,8,,33,CCBY,,,,,,,,,,,,,,,,,Middleware;Internet of Things;Hardware;Edge computing;Computer architecture;Microservice architectures;Energy management systems;Computer applications,IC4,171,0
Included,2,0,EC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,26,10.1016/j.future.2022.03.027,Das A.; Chakraborty S.; Chakraborty S.,Where do all my smart home data go? Context-aware data generation and forwarding for edge-based microservices over shared IoT infrastructure,,,,,,,,,,,,"With the explosion of the Internet of Things (IoT) devices, the advent of the edge computing paradigm, and the rise of intelligent applications for smart infrastructure surveillance, in-network data management is gaining a lot of research attention these days. The challenge lies in accommodating multiple application microservices with varying Quality of Service (QoS) requirements to share the sensing infrastructure for better resource utilization. In this work, we propose a novel data collection framework, CaDGen (Context-aware Data Generation) for such a shared IoT infrastructure that enables integrated data filtration and forwarding towards minimizing the resource consumption footprint for the IoT infrastructure. The proposed filtration mechanism utilizes the contextual information associated with the running application for determining the relevance of the data. Whereas the proposed forwarding policy aims to satisfy the diverse QoS requirements for the running applications by selecting the suitable next-hop forwarder based on the microservices distribution across different edge devices. A thorough performance evaluation of CaDGen through a testbed implementation as well as a simulation study for diverse setups reveals promising results concerning network resource utilization, scalability, energy conservation, and distribution of computation for optimal service provisioning. It is observed that the CaDGen can achieve nearly 35% reduction in the generated data for a moderately dynamic scenario without compromising on the data quality. © 2022 Elsevier B.V.",,,,Context-aware; Data collection; Edge computing; Microservice; Sensing,,,,,,,,"Das, Anirban (57214490495); Chakraborty, Sandip (54396851400); Chakraborty, Suchetana (46661882600)",57214490495; 54396851400; 46661882600,2022,Future Generation Computer Systems,,204,218,14,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129245821&doi=10.1016%2fj.future.2022.03.027&partnerID=40&md5=40757b1c56aa2b1db7cb1e5d8175d878,Final,,Scopus,2-s2.0-85129245821,Automation; Data acquisition; Edge computing; Information management; Network security; Petroleum reservoir evaluation; Quality of service; Context-Aware; Data collection; Data generation; Data-forwarding; Edge computing; Microservice; Quality-of-service; Running applications; Service requirements; Smart homes; Internet of things,IC4,172,0
Included,2,0,EC4,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,16,10.1007/s00607-024-01305-x,Fé I.; Nguyen T.A.; Mauro M.D.; Postiglione F.; Ramos A.; Soares A.; Choi E.; Min D.; Lee J.W.; Silva F.A.,Energy-aware dynamic response and efficient consolidation strategies for disaster survivability of cloud microservices architecture,,,,,,,,,,,,"Computer system resilience refers to the ability of a computer system to continue functioning even in the face of unexpected events or disruptions. These disruptions can be caused by a variety of factors, such as hardware failures, software glitches, cyber attacks, or even natural disasters. Modern computational environments need applications that can recover quickly from major disruptions while also being environmentally sustainable. Balancing system resilience with energy efficiency is challenging, as efforts to improve one can harm the other. This paper presents a method to enhance disaster survivability in microservice architectures, particularly those using Kubernetes in cloud-based environments, focusing on optimizing electrical energy use. Aiming to save energy, our work adopt the consolidation strategy that means grouping multiple microservices on a single host. Our aproach uses a widely adopted analytical model, the Generalized Stochastic Petri Net (GSPN). GSPN are a powerful modeling technique that is widely used in various fields, including engineering, computer science, and operations research. One of the primary advantages of GSPN is its ability to model complex systems with a high degree of accuracy. Additionally, GSPN allows for the modeling of both logical and stochastic behavior, making it ideal for systems that involve a combination of both. Our GSPN models compute a number of metrics such as: recovery time, system availability, reliability, Mean Time to Failure, and the configuration of cloud-based microservices. We compared our approach against others focusing on survivability or efficiency. Our approach aligns with Recovery Time Objectives during sudden disasters and offers the fastest recovery, requiring 9% less warning time to fully recover in cases of disaster with alert when compared to strategies with similar electrical consumption. It also saves about 27% energy compared to low consolidation strategies and 5% against high consolidation under static conditions. © The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature 2024.",,,,68M14; 68M15; 68U01; Availability; Microservices; Petri nets; Reliability; Survivabiliry,,,,,,,,"Fé, Iure (57194271358); Nguyen, Tuan Anh (56433780500); Mauro, Mario Di (54396864500); Postiglione, Fabio (35238137800); Ramos, Alex (59175549600); Soares, André (57217263565); Choi, Eunmi (8969714200); Min, Dugki (7201670327); Lee, Jae Woo (57203409283); Silva, Francisco Airton (55817259800)",57194271358; 56433780500; 54396864500; 35238137800; 59175549600; 57217263565; 8969714200; 7201670327; 57203409283; 55817259800,2024,Computing,,2737,2783,46,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196171876&doi=10.1007%2fs00607-024-01305-x&partnerID=40&md5=b5b1962d30b5b522305b7d006316c20a,Final,,Scopus,2-s2.0-85196171876,Balancing; Energy efficiency; Network security; Petri nets; Power management; Recovery; Stochastic models; Stochastic systems; 68m14; 68m15; 68u01; Cloud-based; Energy aware; Generalized Stochastic Petri nets; Microservice; Survivabiliry; System resiliences; Unexpected events; Disasters,IC4,174,0
Included,2,0,EC5,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,31,10.1016/j.jss.2024.112183,Meijer W.; Trubiani C.; Aleti A.,Experimental evaluation of architectural software performance design patterns in microservices,,,,,,,,,,,,"Microservice architectures and design patterns enhance the development of large-scale applications by promoting flexibility. Industrial practitioners perceive the importance of applying architectural patterns but they struggle to quantify their impact on system quality requirements. Our research aims to quantify the effect of design patterns on system performance metrics, e.g., service latency and resource utilization, even more so when the patterns operate in real-world environments subject to heterogeneous workloads. We built a cloud infrastructure to host a well-established benchmark system that represents our test bed, complemented by the implementation of three design patterns: Gateway Aggregation, Gateway Offloading, Pipe and Filters. Real performance measurements are collected and compared with model-based predictions that we derived as part of our previous research, thus further consolidating the actual impact of these patterns. Our results demonstrate that, despite the difficulty to parameterize our benchmark system, model-based predictions are in line with real experimentation, since the performance behaviors of patterns, e.g., bottleneck switches, are mostly preserved. In summary, this is the first work that experimentally demonstrates the performance behavior of microservices-based architectural patterns. Results highlight the complexity of evaluating the performance of design patterns and emphasize the need for complementing theoretical models with empirical data. © 2024 The Authors",,,,Design patterns; Microservice architectures; Performance evaluation,,,,,,,,"Meijer, Willem (59305161600); Trubiani, Catia (24781277400); Aleti, Aldeida (35092219900)",59305161600; 24781277400; 35092219900,2024,Journal of Systems and Software,112183,,,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202513844&doi=10.1016%2fj.jss.2024.112183&partnerID=40&md5=8b1f6581c9edf2d495918d11ac6527da,Final,,Scopus,2-s2.0-85202513844,Application programs; Architectural design; Software design; Testbeds; Architectural pattern; Benchmark system; Design Patterns; Experimental evaluation; Microservice architecture; Model-based prediction; Performance; Performances design; Performances evaluation; Software performance; Gateways (computer networks),EC3 but maybe useful,181,0
Included,2,0,EC4,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,123,10.1109/JLT.2021.3063325,O. O. Ajibola; T. E. H. El-Gorashi; J. M. H. Elmirghani,Energy Efficient Placement of Workloads in Composable Data Center Networks,Journal of Lightwave Technology,,1558-2213,,03-Mar-21,,,,,IEEE,,"This paper studies the energy efficiency of composable data center (DC) infrastructures over network topologies. Using a mixed integer linear programming (MILP) model, we compare the performance of disaggregation at rack-scale and pod-scale over selected electrical, optical and hybrid network topologies relative to a traditional DC. Relative to a pod-scale DC, the results show that physical disaggregation at rack-scale is sufficient for optimal efficiency when the optical network topology is adopted, and resource components are allocated in a suitable manner. The optical network topology also enables optimal energy efficiency in composable DCs. The paper also studies logical disaggregation of traditional DC servers over an optical network topology. Relative to physical disaggregation at rack-scale, logical disaggregation of server resources within each rack enables marginal fall in the total DC power consumption (TDPC) due to improved resource demands placement. Hence, an adaptable composable infrastructure that can support both in memory (access) latency sensitive and insensitive workloads is enabled. We also conduct a study of the adoption of micro-service architecture in both traditional and composable DCs. Our results show that increasing the modularity of workloads improves the energy efficiency in traditional DCs, but disproportionate utilization of DC resources persists. A combination of disaggregation and micro-services achieved up to 23% reduction in the TDPC of the traditional DC by enabling optimal resources utilization and energy efficiencies. Finally, we propose a heuristic for energy efficient placement of workloads in composable DCs which replicates the trends produced by the MILP model formulated in this paper.",,Engineering and Physical Sciences Research Council; INTelligent Energy aware NETworks(grant numbers:EP/H040536/1); SwiTching And tRansmission(grant numbers:EP/K016873/1); Terabit Bidirectional Multi-user Optical Wireless System(grant numbers:EP/S016570/1); Petroleum Technology Trust Fund;,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9369047,Composable infrastructures;energy efficient data centers;micro-services;MILP;optical networks;rack-scale data center;software defined infrastructures,,12,,49,IEEE,,,,,,,,,,,,,,,,,Servers;Software;Network topology;Energy efficiency;Hardware;Topology;Optical fiber networks,IC4,191,0
Included,2,0,EC4,1,IC5,1,IC5,INCLUDE - IC5,INCLUDE - IC5,172,10.1145/3528535.3565242,"Zandberg, Koen; Baccelli, Emmanuel; Yuan, Shenghao; Besson, Frédéric; Talpin, Jean-Pierre",Femto-containers: lightweight virtualization and fault isolation for small software functions on low-power IoT microcontrollers,Proceedings of the 23rd ACM/IFIP International Middleware Conference,978-1-4503-9340-9,,https://doi.org/10.1145/3528535.3565242,2022,Middleware '22,,,,Association for Computing Machinery,"New York, NY, USA","Low-power operating system runtimes used on IoT microcontrollers typically provide rudimentary APIs, basic connectivity and, sometimes, a (secure) firmware update mechanism. In contrast, on less constrained hardware, networked software has entered the age of serverless, microservices and agility. With a view to bridge this gap, in the paper we design Femto-Containers, a new middleware runtime which can be embedded on heterogeneous low-power IoT devices. Femto-Containers enable the secure deployment, execution and isolation of small virtual software functions on low-power IoT devices, over the network. We implement Femto-Containers, and provide integration in RIOT, a popular open source IoT operating system. We then evaluate the performance of our implementation, which was formally verified for fault-isolation, guaranteeing that RIOT is shielded from logic loaded and executed in a Femto-Container. Our experiments on various popular micro-controller architectures (Arm Cortex-M, ESP32 and RISC-V) show that Femto-Containers offer an attractive trade-off in terms of memory footprint overhead, energy consumption, and security.",,,,,,,,,,,,,,,,,,,,,,,,,,security; IoT; middleware; container; function-as-a-service; low-power; microcontroller; virtual machine,IC4,201,0
